accident_type,severity_class,year,x_etrs,y_etrs,lon,lat
MA,1,2013,25504267.246,6679607.358,25.077007,60.229163
MA,1,2013,25496950.125,6673223.963,24.945057,60.171881
MA,1,2013,25495457.082,6674558.552,24.918131,60.183845
PP,1,2013,25501037.365,6681073.199,25.018728,60.242341
MP,1,2013,25497871.028,6675315.565,24.961625,60.190660
MA,1,2013,25493600.212,6677819.069,24.884565,60.213085
MA,1,2013,25497925.907,6680062.767,24.962566,60.233268
MP,2,2013,25497871.274,6676098.425,24.961622,60.197686
MA,2,2013,25498016.042,6675184.165,24.964241,60.189481
MA,1,2013,25497867.886,6677581.743,24.961545,60.210999
PP,1,2013,25507431.622,6677877.339,25.134048,60.213590
MA,1,2013,25493285.159,6676076.411,24.878940,60.197439
PP,2,2013,25498102.251,6672537.226,24.965819,60.165724
MP,2,2013,25501757.950,6676573.223,25.031698,60.201949
MA,1,2013,25496973.122,6677337.479,24.945411,60.208801
MA,2,2013,25506051.071,6680382.123,25.109221,60.236094
MA,2,2013,25496121.613,6680961.293,24.929984,60.241319
MA,1,2013,25497701.182,6672968.845,24.958590,60.169596
MA,2,2013,25497531.135,6672792.354,24.955529,60.168011
PP,2,2013,25491487.764,6680046.944,24.846369,60.233042
PP,2,2013,25497576.782,6674047.268,24.956337,60.179274
MA,1,2013,25496647.125,6678721.862,24.939508,60.221224
MA,1,2013,25496944.316,6677389.402,24.944890,60.209267
MA,1,2013,25497706.721,6672969.803,24.958690,60.169604
MA,1,2013,25496412.993,6676122.669,24.935330,60.197893
MA,1,2013,25494024.741,6671845.300,24.892398,60.159474
MA,1,2013,25498199.227,6674793.839,24.967546,60.185978
MA,1,2013,25494915.932,6675300.554,24.908360,60.190499
MP,1,2013,25504627.525,6681536.846,25.083553,60.246477
MA,1,2013,25496042.935,6672656.932,24.928726,60.166784
MA,1,2013,25496407.123,6672489.495,24.935288,60.165284
MA,1,2013,25492439.775,6678990.936,24.863591,60.223583
PP,1,2013,25493088.463,6672005.366,24.875532,60.160896
MA,1,2013,25503305.314,6676645.997,25.059600,60.202593
MA,1,2013,25495652.990,6672254.855,24.921711,60.163171
MA,1,2013,25501990.691,6675596.204,25.035885,60.193179
MA,1,2013,25498562.201,6675124.503,24.974085,60.188948
MP,2,2013,25497302.979,6672433.719,24.951425,60.164790
MA,1,2013,25495942.463,6677152.445,24.926826,60.207132
MA,1,2013,25499903.585,6682673.699,24.998259,60.256707
MA,2,2013,25503046.944,6681051.976,25.055007,60.242140
MA,1,2013,25495950.627,6676678.735,24.926983,60.202880
MA,1,2013,25495320.456,6672396.191,24.915719,60.164436
MA,1,2013,25499936.209,6679755.482,24.998849,60.230515
MA,1,2013,25493683.660,6675949.508,24.886129,60.196306
MA,1,2013,25496850.999,6674660.680,24.943250,60.184775
JK,1,2013,25497281.782,6672698.540,24.951039,60.167167
MA,1,2013,25503808.374,6683373.656,25.068797,60.262972
MA,1,2013,25496602.554,6672744.189,24.938804,60.167572
MA,1,2013,25501134.787,6680877.142,25.020486,60.240581
PP,2,2013,25497835.801,6674807.617,24.960996,60.186100
MA,1,2013,25495169.904,6674159.815,24.912965,60.180263
PP,2,2013,25493001.181,6672037.204,24.873959,60.161180
MA,2,2013,25507953.670,6677045.573,25.143432,60.206115
MA,1,2013,25504084.810,6679510.928,25.073713,60.228300
PP,1,2013,25501948.608,6675341.138,25.035124,60.190890
MP,2,2013,25502605.804,6675628.842,25.046974,60.193469
MA,1,2013,25496106.015,6672622.075,24.929863,60.166471
MA,2,2013,25492331.682,6672207.699,24.861896,60.162699
MA,1,2013,25496925.457,6671280.648,24.944642,60.154438
MA,1,2013,25496847.235,6674664.702,24.943182,60.184811
MA,1,2013,25496704.416,6672362.899,24.940645,60.164150
MA,1,2013,25502152.523,6675497.985,25.038801,60.192297
MP,2,2013,25502269.393,6673551.030,25.040886,60.174821
MA,1,2013,25496109.660,6674431.594,24.929894,60.182713
MP,2,2013,25505691.059,6679123.410,25.102688,60.224802
MA,1,2013,25500654.130,6682180.682,25.011813,60.252282
MA,1,2013,25495825.538,6680903.198,24.924641,60.240795
JK,2,2013,25501723.780,6675727.397,25.031075,60.194358
MA,1,2013,25497107.166,6681305.491,24.947771,60.244417
PP,1,2013,25494512.607,6675829.685,24.901076,60.195243
MA,1,2013,25493940.975,6672049.312,24.890884,60.161304
MA,1,2013,25498343.184,6672429.383,24.970159,60.164757
MA,1,2013,25497730.811,6674545.260,24.959107,60.183745
MP,2,2013,25499208.330,6681001.353,24.985708,60.241696
MA,1,2013,25496386.365,6673282.934,24.934900,60.172405
PP,1,2013,25508379.377,6677193.369,25.151115,60.207433
MA,1,2013,25500717.405,6679886.133,25.012947,60.231687
MA,1,2013,25495785.096,6673711.168,24.924060,60.176243
MP,1,2013,25502750.431,6673481.067,25.049552,60.174190
MP,2,2013,25501207.579,6675472.904,25.021768,60.192076
PP,1,2013,25497015.936,6675444.522,24.946210,60.191812
MA,1,2013,25494460.610,6677555.484,24.900092,60.210732
PP,1,2013,25495362.322,6675198.996,24.916409,60.189593
MA,1,2013,25497372.909,6675524.951,24.952644,60.192536
MA,1,2013,25494921.599,6678575.664,24.908381,60.219894
MA,1,2013,25495773.341,6675382.300,24.923813,60.191242
MP,2,2013,25497384.915,6678188.861,24.952826,60.216446
MP,2,2013,25500175.534,6681569.393,25.003169,60.246796
MA,2,2013,25496079.236,6676087.233,24.929314,60.197572
MA,1,2013,25496724.584,6671710.767,24.941019,60.158297
JK,2,2013,25491495.737,6680005.519,24.846515,60.232670
MA,1,2013,25496717.323,6677228.546,24.940799,60.207822
MA,1,2013,25496361.944,6676332.603,24.934406,60.199777
MA,1,2013,25497418.975,6671665.257,24.953523,60.157894
MA,1,2013,25500784.851,6685944.565,25.014188,60.286063
PP,2,2013,25494002.237,6672068.482,24.891986,60.161477
MA,1,2013,25496312.868,6671328.071,24.933612,60.154859
MA,2,2013,25505542.952,6677244.997,25.099964,60.207945
MP,2,2013,25497856.577,6675208.524,24.961366,60.189699
MA,1,2013,25494151.478,6675596.227,24.894573,60.193142
MA,1,2013,25498146.742,6675159.766,24.966597,60.189263
MA,1,2013,25498592.559,6678377.569,24.974610,60.218145
MA,1,2013,25497027.945,6671950.441,24.946478,60.160451
MA,1,2013,25495707.130,6680849.831,24.922504,60.240315
MA,2,2013,25496181.639,6680979.588,24.931068,60.241484
JK,2,2013,25496046.756,6673041.346,24.928787,60.170234
MA,1,2013,25496531.928,6672609.954,24.937534,60.166366
MA,2,2013,25501567.570,6685571.368,25.028335,60.282711
MP,2,2013,25496069.124,6672378.453,24.929203,60.164284
MP,2,2013,25496696.352,6679658.393,24.940381,60.229630
MA,1,2013,25497996.861,6676498.341,24.963882,60.201276
MA,1,2013,25502766.427,6677225.859,25.049891,60.207801
MA,1,2013,25504810.749,6677815.433,25.086773,60.213074
MP,2,2013,25491547.091,6680810.422,24.847408,60.239896
MA,1,2013,25494044.606,6677333.270,24.892595,60.208731
MA,1,2013,25494370.558,6680413.069,24.898388,60.236378
MA,1,2013,25496302.432,6674666.557,24.933363,60.184823
MP,2,2013,25497189.106,6682715.171,24.949231,60.257070
MA,1,2013,25503186.336,6681445.609,25.057530,60.245672
MP,2,2013,25491431.165,6680591.853,24.845325,60.237932
MA,1,2013,25497232.761,6678993.681,24.950070,60.223668
MA,1,2013,25494543.538,6678401.430,24.901565,60.218325
MA,1,2013,25495522.108,6673440.203,24.919327,60.173808
JK,1,2013,25500581.980,6680164.861,25.010504,60.234189
MA,1,2013,25501410.415,6679844.629,25.025454,60.231313
PP,1,2013,25503833.062,6683378.185,25.069243,60.263012
MA,1,2013,25497853.314,6673630.936,24.961324,60.175539
MA,1,2013,25495775.135,6674565.260,24.923863,60.183909
MA,1,2013,25494453.800,6676349.301,24.900002,60.199906
JK,2,2013,25497085.964,6672899.688,24.947509,60.168971
MA,1,2013,25501538.362,6675131.420,25.027728,60.189009
JK,2,2013,25504118.463,6680831.871,25.074347,60.240155
MA,1,2013,25497259.018,6675244.138,24.950595,60.190015
MA,1,2013,25495134.450,6672411.314,24.912368,60.164569
MA,1,2013,25494405.082,6676620.995,24.899116,60.202344
MA,1,2013,25496599.020,6673001.698,24.938736,60.169883
MA,1,2013,25495985.699,6674350.762,24.927661,60.181986
MA,1,2013,25503322.389,6677406.040,25.059920,60.209414
PP,1,2013,25492703.703,6672098.653,24.868600,60.161727
MA,1,2013,25495982.754,6672078.998,24.927653,60.161596
MA,1,2013,25496604.182,6673277.581,24.938825,60.172359
MA,1,2013,25496288.631,6678672.453,24.933041,60.220778
MA,1,2013,25496244.387,6680993.759,24.932200,60.241612
MA,1,2013,25493431.494,6670751.514,24.881750,60.149648
MA,1,2013,25498326.641,6675055.386,24.969840,60.188326
MA,1,2013,25498120.133,6676683.975,24.966103,60.202943
JK,1,2013,25497423.028,6672881.509,24.953581,60.168810
MA,1,2013,25503820.514,6679509.143,25.068944,60.228286
MA,1,2013,25498098.794,6675185.199,24.965732,60.189491
MA,1,2013,25495695.833,6673793.464,24.922450,60.176981
MA,1,2013,25494348.045,6680523.370,24.897979,60.237368
MA,1,2013,25494677.709,6680391.807,24.903933,60.236192
MA,1,2013,25497534.010,6672783.960,24.955581,60.167935
MP,2,2013,25497178.311,6675630.855,24.949135,60.193485
MA,2,2013,25495745.758,6672177.917,24.923383,60.162481
MA,1,2013,25493075.328,6675058.883,24.875192,60.188303
MA,1,2013,25494500.830,6676241.763,24.900853,60.198941
MA,1,2013,25497856.467,6674768.463,24.961369,60.185749
MA,1,2013,25496016.183,6672567.341,24.928246,60.165979
MA,1,2013,25503300.750,6682848.632,25.059619,60.258264
MA,1,2013,25495715.857,6672164.756,24.922845,60.162363
MA,1,2013,25495635.786,6672707.186,24.921391,60.167230
MA,1,2013,25497247.756,6673461.053,24.950416,60.174011
MA,1,2013,25493205.370,6671988.586,24.877638,60.160748
MA,1,2013,25497043.596,6678821.833,24.946660,60.222125
PP,2,2013,25490771.166,6682033.645,24.833345,60.250858
MA,1,2013,25505907.970,6680640.451,25.106646,60.238415
MA,2,2013,25496951.368,6677329.450,24.945018,60.208729
MA,1,2013,25495815.430,6680900.856,24.924458,60.240774
MA,1,2013,25496921.083,6674988.014,24.944508,60.187714
MA,1,2013,25494665.201,6672254.698,24.903921,60.163158
MA,1,2013,25498010.138,6674733.644,24.964139,60.185437
MP,2,2013,25496983.292,6673241.691,24.945655,60.172040
MA,1,2013,25501776.416,6676025.442,25.032026,60.197033
MA,1,2013,25496956.954,6677334.075,24.945119,60.208771
MA,1,2013,25492117.504,6680426.627,24.857720,60.236463
PP,2,2013,25497026.487,6678796.251,24.946352,60.221895
MA,1,2013,25498134.390,6672692.311,24.966397,60.167116
MA,1,2013,25493571.749,6676181.292,24.884104,60.198385
MA,1,2013,25508640.561,6682554.014,25.156054,60.255541
MA,1,2013,25496979.869,6677302.457,24.945533,60.208487
MA,2,2013,25493518.460,6678169.656,24.883080,60.216230
MA,1,2013,25492110.778,6680080.276,24.857612,60.233354
MA,1,2013,25496987.150,6677052.269,24.945668,60.206242
PP,1,2013,25498129.813,6676685.455,24.966277,60.202956
MP,1,2013,25495553.641,6673316.410,24.919898,60.172698
MA,2,2013,25494564.760,6680066.200,24.901903,60.233268
MA,1,2013,25492423.691,6678974.602,24.863301,60.223436
PP,2,2013,25497735.491,6674223.460,24.959194,60.180857
MA,1,2013,25495043.135,6675342.185,24.910652,60.190874
MA,1,2013,25505700.434,6678353.936,25.102835,60.217896
MA,1,2013,25497000.596,6675781.411,24.945929,60.194835
MA,1,2013,25496979.996,6676674.115,24.945544,60.202847
PP,1,2013,25495986.590,6676207.519,24.927641,60.198651
MA,1,2013,25500886.807,6680988.240,25.016009,60.241579
PP,1,2013,25493828.135,6677308.174,24.888692,60.208503
MA,1,2013,25495999.780,6677117.309,24.927861,60.206817
MA,1,2013,25497898.269,6678426.877,24.962084,60.218585
PP,1,2013,25502319.250,6683661.762,25.041900,60.265569
MA,1,2013,25496986.277,6677269.121,24.945649,60.208188
MA,1,2013,25496935.282,6675837.196,24.944751,60.195335
MA,1,2013,25496172.669,6675547.471,24.931008,60.192729
MA,1,2013,25495022.519,6675398.445,24.910279,60.191379
MA,1,2013,25500470.105,6682004.749,25.008489,60.250703
MA,1,2013,25492562.744,6678307.592,24.865834,60.217452
MP,1,2013,25495754.104,6679593.570,24.923378,60.229040
MA,1,2013,25496789.559,6671253.998,24.942196,60.154198
MA,1,2013,25496383.393,6679814.874,24.934731,60.231032
MP,1,2013,25491902.343,6679339.708,24.853880,60.226703
MA,1,2013,25497438.308,6682637.193,24.953733,60.256371
MP,1,2013,25505970.071,6680562.850,25.107765,60.237718
MP,1,2013,25502942.334,6683467.046,25.053154,60.263817
MA,1,2013,25498096.185,6676739.400,24.965670,60.203440
MA,1,2013,25496212.844,6674533.429,24.931751,60.183628
MA,1,2013,25504175.946,6679016.050,25.075347,60.223857
MA,1,2013,25496422.589,6676080.386,24.935504,60.197514
MP,1,2013,25494410.543,6676516.389,24.899217,60.201405
MA,1,2013,25493532.803,6677927.363,24.883346,60.214056
MP,2,2013,25496824.452,6671250.566,24.942824,60.154168
MA,1,2013,25496423.464,6672196.747,24.935588,60.162657
MA,1,2013,25499822.465,6681041.594,24.996795,60.242058
MA,1,2013,25495017.745,6675480.576,24.910191,60.192116
PP,2,2013,25493621.962,6675965.623,24.885016,60.196450
MA,1,2013,25497796.270,6680020.391,24.960227,60.232887
MA,1,2013,25497696.537,6677903.391,24.958451,60.213885
MA,1,2013,25504518.943,6677671.249,25.081506,60.211783
MP,2,2013,25491319.628,6681064.309,24.843291,60.242170
MA,1,2013,25500561.619,6679713.284,25.010135,60.230136
MA,1,2013,25496426.572,6672894.139,24.935632,60.168916
MA,1,2013,25495705.779,6673014.819,24.922645,60.169992
PP,2,2013,25492595.791,6674876.774,24.866556,60.186660
MA,1,2013,25495831.511,6676882.813,24.924831,60.204711
MA,1,2013,25509812.459,6676355.661,25.176919,60.199882
MA,2,2013,25504462.397,6679029.417,25.080516,60.223974
MA,1,2013,25494621.314,6672213.543,24.903131,60.162788
MA,1,2013,25498171.470,6675100.479,24.967043,60.188731
PP,2,2013,25495863.425,6672003.385,24.925506,60.160916
MP,1,2013,25500396.517,6681788.345,25.007160,60.248761
MA,1,2013,25503161.714,6674578.517,25.056978,60.184038
MA,1,2013,25496475.680,6672415.207,24.936525,60.164618
MA,1,2013,25495964.958,6673932.945,24.927296,60.178236
PP,1,2013,25501395.282,6684292.473,25.025212,60.271234
MA,1,2013,25495667.680,6674727.800,24.921923,60.185367
MA,1,2013,25495524.501,6675219.324,24.919331,60.189777
MA,1,2013,25496342.387,6671518.965,24.934140,60.156573
MA,1,2013,25497955.998,6675013.219,24.963160,60.187946
MP,1,2013,25495613.371,6673388.191,24.920973,60.173343
MA,1,2013,25493593.985,6675965.251,24.884511,60.196446
MA,1,2013,25494936.006,6675560.702,24.908716,60.192834
MA,1,2013,25496679.819,6681065.508,24.940060,60.242259
MA,1,2013,25497148.125,6674224.719,24.948610,60.180864
MP,1,2013,25492366.225,6680070.465,24.862223,60.233271
MA,1,2013,25504874.010,6677712.384,25.087911,60.212148
MA,1,2013,25496413.483,6672213.921,24.935408,60.162811
MA,1,2013,25499714.879,6674745.455,24.994862,60.185548
MA,1,2013,25497617.978,6675749.692,24.957059,60.194555
MA,1,2013,25495169.979,6674156.483,24.912967,60.180233
PP,1,2013,25492977.676,6679403.632,24.873282,60.227297
MA,1,2013,25495904.068,6676205.902,24.926153,60.198636
MP,1,2013,25492890.087,6674966.941,24.871856,60.187474
MA,1,2013,25492241.986,6679038.989,24.860020,60.224010
MA,1,2013,25504363.488,6677435.222,25.078697,60.209667
MA,1,2013,25493576.973,6677983.403,24.884141,60.214559
MP,2,2013,25504091.721,6683232.138,25.073913,60.261699
PP,1,2013,25497869.584,6674588.123,24.961607,60.184130
MP,2,2013,25498094.883,6678054.802,24.965635,60.215246
MP,2,2013,25493377.309,6671291.136,24.880757,60.154490
MA,1,2013,25495871.919,6674577.893,24.925607,60.184023
PP,1,2013,25495486.449,6674501.466,24.918662,60.183333
MP,1,2013,25496084.785,6680354.604,24.929331,60.235874
MA,1,2013,25497543.986,6675287.953,24.955731,60.190410
MA,1,2013,25501706.133,6683338.468,25.030821,60.262670
MA,1,2013,25495828.069,6673582.124,24.924837,60.175085
MA,1,2013,25493532.041,6676404.139,24.883381,60.200384
MA,1,2013,25500621.760,6679131.863,25.011219,60.224917
PP,1,2013,25502091.423,6675754.013,25.037702,60.194595
MA,1,2013,25502956.129,6679757.254,25.053349,60.230520
MA,1,2013,25500558.564,6682059.284,25.010087,60.251192
PP,1,2013,25502005.978,6675602.728,25.036161,60.193238
PP,2,2013,25502552.167,6676715.106,25.046020,60.203219
MA,1,2013,25497860.731,6673632.417,24.961457,60.175553
MA,1,2013,25498126.179,6672563.844,24.966250,60.165963
MA,1,2013,25493865.275,6680024.912,24.889280,60.232887
MA,1,2013,25498183.154,6679504.099,24.967214,60.228255
MA,1,2013,25497312.931,6672438.071,24.951604,60.164830
MA,1,2013,25497086.781,6672372.120,24.947531,60.164236
MP,2,2013,25497301.400,6682533.276,24.951262,60.255438
MA,1,2013,25500084.487,6681493.933,25.001525,60.246118
MA,1,2013,25501767.911,6675661.354,25.031870,60.193765
MP,2,2013,25495686.188,6673469.315,24.922283,60.174071
MA,1,2013,25494903.769,6674276.929,24.908167,60.181311
MA,1,2013,25498104.373,6677316.740,24.965813,60.208622
MA,1,2013,25495991.366,6674354.580,24.927763,60.182020
MA,1,2013,25497452.909,6674269.292,24.954102,60.181266
MA,1,2013,25493913.206,6680194.140,24.890140,60.234407
MA,1,2013,25496893.737,6672375.797,24.944055,60.164268
MA,1,2013,25497177.526,6671720.311,24.949175,60.158386
MA,1,2013,25496384.158,6672860.242,24.934868,60.168612
MA,1,2013,25494617.325,6676425.702,24.902948,60.200594
PP,1,2013,25497140.431,6676119.203,24.948445,60.197868
MA,1,2013,25501341.080,6683863.768,25.024229,60.267386
MA,1,2013,25497161.809,6673317.169,24.948870,60.172719
MA,1,2013,25504774.785,6677682.647,25.086121,60.211883
MA,1,2013,25494121.829,6678626.910,24.893950,60.220343
MA,1,2013,25495736.522,6674546.669,24.923167,60.183742
MA,1,2013,25499288.861,6681022.276,24.987162,60.241884
JK,2,2013,25497652.935,6674952.432,24.957698,60.187399
MA,1,2013,25497751.782,6673715.141,24.959494,60.176294
MA,1,2013,25493108.805,6676317.370,24.875753,60.199599
MA,1,2013,25506438.797,6675791.502,25.116074,60.194886
MA,1,2013,25498805.382,6677718.014,24.978453,60.212226
MA,1,2013,25497890.889,6672681.292,24.962011,60.167016
MA,1,2013,25497165.614,6681523.482,24.948824,60.246374
JK,2,2013,25492772.881,6675875.975,24.869712,60.195631
MA,1,2013,25497485.699,6677908.831,24.954648,60.213933
MA,1,2013,25505759.596,6677262.899,25.103872,60.208103
MA,1,2013,25497283.510,6674319.776,24.951049,60.181718
MA,1,2013,25497539.020,6674656.747,24.955649,60.184745
MA,1,2013,25498049.984,6676914.357,24.964836,60.205010
MP,1,2013,25499014.506,6682099.441,24.982204,60.251552
MA,1,2013,25504729.748,6677938.424,25.085315,60.214179
MA,1,2013,25497483.587,6677697.781,24.954612,60.212039
MA,1,2013,25498416.849,6678206.229,24.971441,60.216607
MA,1,2013,25497103.142,6675225.175,24.947786,60.189844
MA,1,2013,25497066.367,6671424.990,24.947177,60.155735
MA,2,2013,25495943.188,6673565.922,24.926911,60.174941
MA,1,2013,25496639.471,6672956.378,24.939466,60.169477
MA,1,2013,25496126.830,6672768.213,24.930235,60.167783
MA,1,2013,25508232.175,6677180.028,25.148460,60.207316
MA,1,2013,25496909.256,6673301.844,24.944320,60.172579
MA,1,2013,25497846.992,6675985.826,24.961185,60.196675
MA,1,2013,25497751.624,6673027.159,24.959498,60.170120
MA,1,2013,25496581.146,6676310.129,24.938359,60.199577
MA,1,2013,25498266.998,6676180.975,24.968755,60.198429
MA,1,2013,25495401.041,6674781.487,24.917116,60.185846
MA,1,2013,25495611.288,6675232.185,24.920895,60.189893
PP,1,2013,25495309.007,6672268.628,24.915515,60.163291
MA,1,2013,25497076.848,6678855.721,24.947259,60.222429
PP,2,2013,25497497.988,6674116.263,24.954916,60.179893
JK,1,2013,25498128.788,6676700.856,24.966259,60.203094
PP,1,2013,25496053.917,6680478.096,24.928772,60.236982
MP,2,2013,25496122.292,6677089.337,24.930071,60.206567
MA,1,2013,25500651.846,6679521.554,25.011763,60.228415
PP,1,2013,25494135.176,6676723.872,24.894246,60.203263
PP,2,2013,25493480.630,6679809.019,24.882344,60.230943
MA,1,2013,25497119.123,6672213.075,24.948116,60.162809
MA,1,2013,25497050.969,6673894.459,24.946864,60.177899
MA,2,2013,25493596.836,6677962.343,24.884500,60.214371
PP,2,2013,25496366.480,6674906.987,24.934513,60.186982
MA,1,2013,25497558.510,6674363.594,24.956004,60.182113
PP,2,2013,25497734.392,6674224.367,24.959175,60.180865
PP,1,2013,25496444.345,6673166.891,24.935947,60.171364
MP,1,2013,25496891.440,6674494.994,24.943981,60.183288
MA,1,2013,25505616.419,6680716.689,25.101385,60.239104
MA,1,2013,25494595.649,6678675.094,24.902497,60.220782
MA,1,2013,25492498.181,6681057.671,24.864568,60.242134
MA,1,2013,25499821.125,6681035.158,24.996771,60.242001
MA,1,2013,25497400.511,6672338.171,24.953182,60.163933
PP,1,2013,25498252.514,6675146.949,24.968503,60.189148
MP,1,2013,25502271.747,6677143.607,25.040969,60.207066
PP,2,2013,25498253.571,6675147.350,24.968522,60.189152
MA,1,2013,25495662.447,6672240.627,24.921881,60.163043
MA,1,2013,25501027.571,6685729.647,25.018575,60.284134
MA,1,2013,25492929.926,6676783.910,24.872511,60.203783
PP,2,2013,25496362.273,6676338.366,24.934412,60.199829
MA,1,2013,25494160.773,6680937.018,24.894586,60.241078
MA,1,2013,25497927.423,6675338.891,24.962642,60.190869
MA,1,2013,25493795.035,6680608.343,24.887994,60.238123
MA,1,2013,25502037.469,6677072.075,25.036743,60.206425
MP,1,2013,25497122.340,6672769.559,24.948166,60.167803
JK,1,2013,25495993.059,6672792.017,24.927825,60.167996
MA,1,2013,25493148.899,6678028.831,24.876418,60.214960
MA,1,2013,25496335.809,6674714.271,24.933964,60.185252
MA,1,2013,25501780.840,6680258.876,25.032143,60.235029
MA,1,2013,25497220.551,6672341.703,24.949941,60.163964
MA,1,2013,25495991.332,6672325.205,24.927803,60.163806
MA,2,2013,25494508.397,6676238.470,24.900989,60.198912
MA,1,2013,25495118.598,6675133.369,24.912017,60.189001
MA,1,2013,25495910.825,6672029.569,24.926359,60.161151
MA,1,2013,25505532.415,6677247.396,25.099774,60.207967
MA,1,2013,25496496.841,6671795.141,24.936916,60.159053
PP,2,2013,25501686.322,6679334.289,25.030429,60.226731
MA,1,2013,25500646.460,6675046.454,25.011652,60.188249
PP,1,2013,25505422.709,6677557.324,25.097804,60.210750
MP,2,2013,25492190.025,6680126.850,24.859041,60.233773
MA,1,2013,25496667.062,6673129.091,24.939960,60.171027
MA,1,2013,25499295.902,6680988.337,24.987289,60.241580
MA,1,2013,25495595.443,6674813.430,24.920619,60.186134
MA,1,2013,25494685.746,6675795.984,24.904198,60.194942
MP,1,2013,25495665.766,6672082.035,24.921945,60.161620
MA,2,2013,25504252.724,6679340.567,25.076739,60.226769
PP,2,2013,25497899.164,6676209.143,24.962123,60.198680
MP,2,2013,25494669.772,6672066.828,24.904008,60.161472
MA,1,2013,25495505.294,6674964.656,24.918991,60.187491
MA,1,2013,25501652.930,6685737.214,25.029879,60.284200
MA,1,2013,25495455.656,6675234.081,24.918090,60.189908
MA,1,2013,25496381.326,6673284.441,24.934810,60.172419
MA,1,2013,25497291.486,6675998.198,24.951170,60.196783
MA,1,2013,25498025.655,6675202.810,24.964414,60.189648
MA,1,2013,25491770.358,6680817.168,24.851438,60.239961
MP,1,2013,25495525.813,6674622.255,24.919368,60.184418
MA,1,2013,25497238.207,6674134.846,24.950235,60.180058
MA,1,2013,25497772.361,6675904.014,24.959840,60.195941
MA,2,2013,25494982.635,6672375.419,24.909635,60.164245
MA,1,2013,25493300.892,6679556.748,24.879109,60.228676
MA,1,2013,25495698.711,6672154.743,24.922536,60.162273
MA,1,2013,25497291.883,6674344.018,24.951199,60.181936
MA,1,2013,25491956.814,6681603.406,24.854773,60.247021
MA,1,2013,25491724.255,6674244.266,24.850874,60.180966
MA,1,2013,25497983.232,6677057.804,24.963631,60.206297
MA,1,2013,25497179.403,6672699.913,24.949195,60.167179
MA,1,2013,25491832.541,6674359.895,24.852821,60.182006
MA,1,2013,25502984.134,6679745.591,25.053854,60.230415
MA,1,2013,25494961.693,6675261.951,24.909186,60.190153
MA,1,2013,25497114.882,6678888.911,24.947945,60.222727
MA,1,2013,25500573.783,6685256.654,25.010371,60.279889
MA,1,2013,25497844.600,6674349.817,24.961159,60.181991
MA,1,2013,25496621.813,6681029.536,24.939013,60.241936
MA,1,2013,25500462.994,6675076.261,25.008345,60.188517
PP,1,2013,25501337.414,6683865.677,25.024163,60.267403
PP,2,2013,25496303.697,6676144.359,24.933359,60.198087
MA,1,2013,25497130.945,6672025.055,24.948332,60.161121
MA,1,2013,25496530.239,6672039.768,24.937514,60.161249
MA,1,2013,25504497.146,6680473.028,25.081175,60.236930
MA,1,2013,25495317.285,6674507.135,24.915613,60.183382
MA,1,2013,25490794.168,6681996.824,24.833762,60.250528
MA,1,2013,25501736.373,6676334.209,25.031307,60.199804
MA,1,2013,25497404.136,6675913.297,24.953202,60.196022
MA,1,2013,25498269.257,6674863.113,24.968807,60.186601
MA,1,2013,25505172.984,6680319.742,25.093370,60.235547
PP,1,2013,25498174.317,6674763.282,24.967097,60.185704
MA,1,2013,25493468.908,6680934.032,24.882097,60.241041
MA,1,2013,25496056.553,6674370.941,24.928938,60.182168
MA,1,2013,25497554.586,6675091.702,24.955924,60.188649
MA,1,2013,25497682.079,6677831.306,24.958191,60.213238
MA,1,2013,25495165.044,6674157.728,24.912878,60.180244
MA,2,2013,25497875.457,6673626.539,24.961723,60.175500
JK,2,2013,25496511.298,6673097.668,24.937154,60.170744
PP,2,2013,25497459.233,6674927.886,24.954208,60.187178
MA,1,2013,25491837.879,6674366.783,24.852916,60.182068
MA,1,2013,25497326.825,6681333.364,24.951737,60.244668
MA,1,2013,25497169.349,6676138.492,24.948966,60.198041
MA,1,2013,25500317.861,6679501.537,25.005736,60.228236
MA,1,2013,25500597.398,6680327.573,25.010783,60.235649
MA,2,2013,25503824.666,6682681.276,25.069078,60.256757
MA,1,2013,25498212.176,6677102.167,24.967759,60.206697
MA,1,2013,25495886.434,6674417.430,24.925871,60.182583
MA,1,2013,25500269.462,6684958.845,25.004870,60.277217
MP,1,2013,25493469.230,6680933.614,24.882102,60.241037
PP,2,2013,25502789.872,6674531.501,25.050277,60.183618
MA,1,2013,25505777.797,6678319.105,25.104230,60.217582
MA,1,2013,25495461.580,6674550.334,24.918212,60.183772
MA,1,2013,25503984.794,6680466.645,25.071927,60.236879
MA,1,2013,25497458.440,6674602.489,24.954197,60.184257
MA,1,2013,25491311.256,6681058.897,24.843140,60.242121
MA,1,2013,25495406.376,6675290.384,24.917201,60.190413
MA,1,2013,25496130.274,6673053.015,24.930291,60.170339
MA,1,2013,25496161.729,6672434.963,24.930870,60.164792
MA,1,2013,25498085.965,6676753.186,24.965486,60.203564
MA,1,2013,25497268.685,6676022.350,24.950759,60.197000
MA,1,2013,25496021.923,6672432.158,24.928352,60.164766
PP,1,2013,25495682.828,6673812.885,24.922215,60.177155
MP,1,2013,25498086.096,6679486.397,24.965463,60.228095
MA,1,2013,25498807.661,6677672.806,24.978494,60.211821
