rank,count,weighted_score,sev_1,sev_2,sev_3,type_MA,type_PP,type_JK,type_MP,lat,lon
923,15,19.0,11,4,0,11,1,2,1,60.216628,24.907104
924,15,19.0,11,4,0,12,2,1,0,60.181469,24.850784
925,15,19.0,11,4,0,14,0,0,1,60.282934,25.027360
926,15,19.0,11,4,0,12,0,3,0,60.217240,24.870798
927,15,19.0,11,4,0,14,1,0,0,60.188720,25.011021
928,15,19.0,11,4,0,14,0,0,1,60.205607,25.116598
929,15,19.0,11,4,0,12,1,2,0,60.253447,25.003018
930,15,19.0,11,4,0,12,0,1,2,60.180682,24.947375
931,14,19.0,9,5,0,8,4,2,0,60.247027,24.885532
932,14,19.0,9,5,0,9,2,0,3,60.219064,24.900414
933,14,19.0,9,5,0,8,3,3,0,60.227164,24.905339
934,14,19.0,11,2,1,12,0,0,2,60.243376,24.979116
935,14,19.0,9,5,0,9,1,4,0,60.240695,25.070676
936,13,19.0,7,6,0,9,4,0,0,60.255836,25.021066
937,13,19.0,9,3,1,10,1,1,1,60.171208,25.049231
938,13,19.0,7,6,0,12,0,1,0,60.207173,25.039140
939,13,19.0,7,6,0,7,6,0,0,60.209482,25.058771
940,12,19.0,5,7,0,3,6,3,0,60.218306,24.866650
941,18,18.0,18,0,0,13,0,2,3,60.238446,24.887718
942,18,18.0,18,0,0,18,0,0,0,60.182793,24.921394
943,18,18.0,18,0,0,17,0,1,0,60.211196,24.952695
944,17,18.0,16,1,0,15,1,0,1,60.182603,24.951275
945,17,18.0,16,1,0,16,0,0,1,60.148906,24.882745
946,17,18.0,16,1,0,17,0,0,0,60.175243,24.927043
947,16,18.0,14,2,0,15,0,1,0,60.158736,24.950886
948,16,18.0,14,2,0,16,0,0,0,60.237221,25.042996
949,16,18.0,14,2,0,16,0,0,0,60.239220,24.916965
950,16,18.0,14,2,0,14,1,1,0,60.252529,25.005425
951,16,18.0,14,2,0,14,1,0,1,60.197028,24.899174
952,16,18.0,14,2,0,15,0,0,1,60.166744,24.906988
953,16,18.0,14,2,0,11,4,0,1,60.237180,25.096858
954,16,18.0,14,2,0,15,0,0,1,60.150765,24.882819
955,16,18.0,14,2,0,16,0,0,0,60.195217,25.047058
956,15,18.0,12,3,0,13,0,1,1,60.179431,24.958463
957,15,18.0,12,3,0,15,0,0,0,60.228472,25.006779
958,15,18.0,12,3,0,13,1,1,0,60.201090,24.939080
959,15,18.0,12,3,0,15,0,0,0,60.203320,24.870839
960,15,18.0,12,3,0,11,0,2,2,60.193474,25.046925
961,15,18.0,12,3,0,14,1,0,0,60.165206,24.974381
962,15,18.0,12,3,0,10,5,0,0,60.163161,24.917080
963,15,18.0,12,3,0,14,1,0,0,60.208747,25.072933
964,14,18.0,10,4,0,10,4,0,0,60.230556,24.937255
965,14,18.0,10,4,0,11,3,0,0,60.213173,24.903206
966,14,18.0,10,4,0,10,1,1,2,60.227572,25.071022
967,14,18.0,10,4,0,14,0,0,0,60.191443,24.899599
968,14,18.0,10,4,0,11,2,0,1,60.158909,24.886752
969,14,18.0,10,4,0,10,3,1,0,60.208809,24.886596
970,14,18.0,10,4,0,9,1,3,1,60.202922,25.059311
971,14,18.0,10,4,0,12,0,0,2,60.243401,24.948209
972,14,18.0,10,4,0,10,1,0,3,60.195746,24.943727
973,14,18.0,10,4,0,14,0,0,0,60.187597,24.973184
974,14,18.0,10,4,0,13,1,0,0,60.234396,25.031231
975,13,18.0,8,5,0,8,1,3,1,60.238312,25.077271
976,13,18.0,8,5,0,8,1,2,2,60.255399,24.949136
977,13,18.0,8,5,0,9,1,3,0,60.237289,25.109335
978,13,18.0,8,5,0,10,3,0,0,60.205162,25.120657
979,13,18.0,8,5,0,6,3,2,2,60.202825,25.138735
980,12,18.0,8,3,1,10,0,1,1,60.262557,25.040558
981,12,18.0,6,6,0,7,4,1,0,60.231134,24.882547
982,12,18.0,8,3,1,12,0,0,0,60.269420,25.082669
983,12,18.0,6,6,0,8,0,0,4,60.222562,25.149659
984,12,18.0,6,6,0,6,0,4,2,60.238398,25.109186
985,12,18.0,8,3,1,9,1,0,2,60.254440,24.954483
986,12,18.0,6,6,0,10,0,0,2,60.254678,25.067453
987,11,18.0,6,4,1,5,1,4,1,60.246537,25.083063
988,11,18.0,4,7,0,11,0,0,0,60.238842,25.041004
989,11,18.0,4,7,0,4,3,4,0,60.229006,25.028571
990,10,18.0,4,5,1,4,2,0,4,60.247115,25.084917
991,16,17.0,15,1,0,15,0,1,0,60.173260,24.928846
992,16,17.0,15,1,0,14,0,0,2,60.194873,24.899197
993,15,17.0,13,2,0,15,0,0,0,60.235796,25.084414
994,15,17.0,13,2,0,14,0,0,1,60.240220,25.037059
995,15,17.0,13,2,0,9,6,0,0,60.191499,25.024974
996,15,17.0,13,2,0,14,1,0,0,60.207441,25.148652
997,15,17.0,13,2,0,13,0,0,2,60.154982,24.885002
998,15,17.0,13,2,0,10,2,1,2,60.227474,24.956974
999,15,17.0,13,2,0,11,1,1,2,60.194994,25.027188
1000,15,17.0,13,2,0,13,1,0,1,60.218912,24.878664
1001,15,17.0,13,2,0,14,1,0,0,60.243269,24.973264
1002,15,17.0,13,2,0,11,2,2,0,60.198494,24.936920
1003,15,17.0,13,2,0,12,1,1,1,60.172940,24.943326
1004,15,17.0,13,2,0,13,1,1,0,60.247651,24.991501
1005,15,17.0,13,2,0,14,1,0,0,60.230626,24.998957
1006,14,17.0,11,3,0,11,3,0,0,60.210518,25.058724
1007,14,17.0,11,3,0,12,0,2,0,60.207706,24.940764
1008,14,17.0,11,3,0,14,0,0,0,60.230908,24.943241
1009,14,17.0,11,3,0,11,0,3,0,60.251411,25.007188
1010,14,17.0,11,3,0,9,3,1,1,60.212276,24.901298
1011,14,17.0,11,3,0,13,1,0,0,60.215182,25.058630
1012,14,17.0,11,3,0,11,2,1,0,60.153589,24.879239
1013,14,17.0,11,3,0,10,0,2,2,60.201358,24.937133
1014,14,17.0,11,3,0,10,3,1,0,60.255503,25.010890
1015,14,17.0,11,3,0,10,0,0,4,60.168452,25.048417
1016,13,17.0,9,4,0,11,2,0,0,60.153472,24.876573
1017,13,17.0,9,4,0,9,3,0,1,60.267062,25.008774
1018,13,17.0,9,4,0,13,0,0,0,60.240795,25.032876
1019,13,17.0,9,4,0,7,4,0,2,60.245137,24.924922
1020,13,17.0,9,4,0,13,0,0,0,60.215015,25.093201
1021,13,17.0,9,4,0,10,2,1,0,60.222625,24.947256
1022,13,17.0,9,4,0,13,0,0,0,60.236541,25.022079
1023,13,17.0,9,4,0,10,1,0,2,60.189033,25.037033
1024,13,17.0,9,4,0,10,0,0,3,60.173152,24.909268
1025,12,17.0,7,5,0,10,2,0,0,60.231457,24.865526
1026,12,17.0,7,5,0,8,1,2,1,60.245454,24.992876
1027,12,17.0,7,5,0,8,2,0,2,60.282835,25.024862
1028,12,17.0,9,2,1,8,3,0,1,60.245182,25.044893
1029,12,17.0,7,5,0,8,2,2,0,60.237644,25.111047
1030,12,17.0,9,2,1,9,0,2,1,60.211830,24.978634
1031,12,17.0,7,5,0,12,0,0,0,60.229239,25.015085
1032,12,17.0,7,5,0,11,0,0,1,60.219635,24.978905
1033,11,17.0,5,6,0,6,4,1,0,60.239476,24.927890
1034,11,17.0,5,6,0,2,8,1,0,60.189005,25.005274
1035,11,17.0,7,3,1,6,5,0,0,60.252576,25.062508
1036,11,17.0,5,6,0,6,2,2,1,60.274838,24.991287
1037,10,17.0,5,4,1,5,3,2,0,60.209361,25.135858
1038,10,17.0,5,4,1,7,0,1,2,60.237427,25.091758
1039,16,16.0,16,0,0,14,1,0,1,60.156706,24.930931
1040,16,16.0,16,0,0,16,0,0,0,60.232168,25.055231
1041,16,16.0,16,0,0,15,0,0,1,60.174738,24.924608
1042,15,16.0,14,1,0,14,1,0,0,60.241551,25.027035
1043,15,16.0,14,1,0,15,0,0,0,60.184471,24.955114
1044,15,16.0,14,1,0,14,0,0,1,60.230356,25.010129
1045,14,16.0,12,2,0,12,0,1,1,60.186652,24.983037
1046,14,16.0,12,2,0,12,1,1,0,60.168660,24.962984
1047,14,16.0,12,2,0,14,0,0,0,60.205207,25.045122
1048,14,16.0,12,2,0,12,1,1,0,60.206692,24.876888
1049,14,16.0,12,2,0,14,0,0,0,60.163291,24.875001
1050,14,16.0,12,2,0,12,0,1,1,60.204259,25.033418
1051,14,16.0,12,2,0,13,0,1,0,60.168721,24.954932
1052,13,16.0,10,3,0,10,3,0,0,60.251210,24.981792
1053,13,16.0,10,3,0,13,0,0,0,60.227712,25.072708
1054,13,16.0,10,3,0,11,0,2,0,60.222833,25.135262
1055,13,16.0,10,3,0,12,0,0,1,60.189032,25.015101
1056,13,16.0,10,3,0,9,1,1,2,60.167615,24.959444
1057,13,16.0,10,3,0,12,1,0,0,60.233648,24.925074
1058,13,16.0,10,3,0,13,0,0,0,60.166458,24.895110
1059,13,16.0,10,3,0,9,2,0,2,60.256994,24.945081
1060,13,16.0,10,3,0,10,1,2,0,60.243198,24.878734
1061,13,16.0,10,3,0,12,1,0,0,60.258845,25.064395
1062,12,16.0,8,4,0,11,1,0,0,60.252855,25.073261
1063,12,16.0,8,4,0,11,0,0,1,60.228844,25.009063
1064,12,16.0,8,4,0,8,2,2,0,60.207238,25.151126
1065,12,16.0,8,4,0,9,2,1,0,60.231391,24.977149
1066,12,16.0,8,4,0,10,1,0,1,60.263807,25.053068
1067,12,16.0,8,4,0,11,0,0,1,60.236368,25.046473
1068,12,16.0,8,4,0,7,3,1,1,60.157097,24.870691
1069,12,16.0,8,4,0,10,0,0,2,60.207566,25.060703
1070,12,16.0,8,4,0,9,3,0,0,60.242444,24.862760
1071,11,16.0,6,5,0,5,4,2,0,60.243249,25.032554
1072,11,16.0,6,5,0,5,1,1,4,60.227487,25.027242
1073,11,16.0,6,5,0,5,5,1,0,60.203137,25.142511
1074,11,16.0,6,5,0,6,4,0,1,60.239029,24.888499
1075,11,16.0,6,5,0,6,2,3,0,60.238778,25.084936
1076,11,16.0,8,2,1,10,0,0,1,60.235098,25.080863
1077,11,16.0,8,2,1,8,1,2,0,60.196799,24.964922
1078,11,16.0,6,5,0,5,0,4,2,60.206678,25.043273
1079,10,16.0,4,6,0,10,0,0,0,60.238294,24.854416
1080,10,16.0,6,3,1,6,3,0,1,60.191773,24.877733
1081,10,16.0,6,3,1,9,0,0,1,60.223303,24.933620
1082,15,15.0,15,0,0,14,1,0,0,60.183149,24.917381
1083,15,15.0,15,0,0,14,0,0,1,60.167424,24.967272
1084,15,15.0,15,0,0,15,0,0,0,60.160503,24.935478
1085,15,15.0,15,0,0,13,1,1,0,60.181387,24.919122
1086,15,15.0,15,0,0,15,0,0,0,60.155627,24.948724
1087,15,15.0,15,0,0,14,0,0,1,60.261304,25.075214
1088,14,15.0,13,1,0,14,0,0,0,60.282291,25.032722
1089,14,15.0,13,1,0,11,2,1,0,60.191083,25.034897
1090,14,15.0,13,1,0,10,3,1,0,60.158960,24.961378
1091,14,15.0,13,1,0,13,1,0,0,60.186145,24.986723
1092,14,15.0,13,1,0,14,0,0,0,60.212615,25.088437
1093,14,15.0,13,1,0,12,0,1,1,60.178378,24.927097
1094,14,15.0,13,1,0,13,0,0,1,60.160630,24.955319
1095,14,15.0,13,1,0,12,2,0,0,60.176528,24.919260
1096,13,15.0,11,2,0,9,1,3,0,60.210204,25.075269
1097,13,15.0,11,2,0,10,2,0,1,60.229939,24.946402
1098,13,15.0,11,2,0,12,1,0,0,60.220602,24.962764
1099,13,15.0,11,2,0,10,3,0,0,60.248944,24.864884
1100,13,15.0,11,2,0,12,1,0,0,60.196791,24.958941
1101,13,15.0,11,2,0,10,3,0,0,60.153224,24.884987
1102,13,15.0,11,2,0,9,4,0,0,60.248760,24.958193
1103,13,15.0,11,2,0,12,0,0,1,60.191088,25.039816
1104,13,15.0,11,2,0,12,0,1,0,60.218803,24.945090
1105,13,15.0,11,2,0,11,1,0,1,60.224790,24.849330
1106,13,15.0,11,2,0,11,0,1,1,60.194750,24.948980
1107,13,15.0,11,2,0,12,1,0,0,60.158737,24.952987
1108,13,15.0,11,2,0,9,2,1,1,60.199231,25.041148
1109,13,15.0,11,2,0,10,1,1,1,60.183379,24.943008
1110,12,15.0,9,3,0,11,0,0,1,60.250770,25.061700
1111,12,15.0,9,3,0,10,1,1,0,60.215789,24.967389
1112,12,15.0,9,3,0,9,1,0,2,60.155165,24.934981
1113,12,15.0,9,3,0,11,1,0,0,60.208417,25.095623
1114,12,15.0,9,3,0,11,1,0,0,60.162627,24.866769
1115,12,15.0,9,3,0,10,1,1,0,60.264993,25.070766
1116,12,15.0,9,3,0,9,1,0,2,60.200924,25.031164
1117,12,15.0,9,3,0,9,1,1,1,60.207105,25.040980
1118,12,15.0,9,3,0,12,0,0,0,60.233668,25.029062
1119,12,15.0,9,3,0,11,0,0,1,60.242113,24.981053
1120,12,15.0,9,3,0,8,3,0,1,60.253508,25.020393
1121,12,15.0,9,3,0,11,0,1,0,60.191871,24.926834
1122,12,15.0,9,3,0,9,2,1,0,60.202951,24.900844
1123,12,15.0,9,3,0,10,2,0,0,60.239411,24.873540
1124,12,15.0,9,3,0,11,0,0,1,60.215045,24.972837
1125,11,15.0,7,4,0,5,1,3,2,60.161166,24.915552
1126,11,15.0,7,4,0,11,0,0,0,60.232503,24.902542
1127,11,15.0,7,4,0,6,5,0,0,60.254973,25.001543
1128,11,15.0,7,4,0,10,0,0,1,60.283752,25.021004
1129,11,15.0,7,4,0,11,0,0,0,60.228316,25.075252
1130,11,15.0,7,4,0,11,0,0,0,60.152426,24.917357
1131,11,15.0,7,4,0,7,2,0,2,60.219256,24.988584
1132,11,15.0,7,4,0,6,2,2,1,60.258655,24.994569
1133,11,15.0,7,4,0,11,0,0,0,60.223058,24.908941
1134,11,15.0,7,4,0,8,1,1,1,60.206749,25.112731
1135,11,15.0,7,4,0,8,2,0,1,60.247292,25.000818
1136,11,15.0,7,4,0,10,0,1,0,60.235542,25.034763
1137,11,15.0,7,4,0,11,0,0,0,60.233446,24.901524
1138,11,15.0,7,4,0,11,0,0,0,60.284657,25.017076
1139,11,15.0,7,4,0,7,4,0,0,60.161379,24.878680
1140,11,15.0,7,4,0,8,1,0,2,60.231088,24.920860
1141,9,15.0,3,6,0,5,0,3,1,60.245819,25.080545
1142,9,15.0,5,3,1,5,2,2,0,60.226971,24.895565
1143,8,15.0,3,4,1,5,2,0,1,60.204504,25.126849
1144,14,14.0,14,0,0,12,0,1,1,60.208995,25.083091
1145,14,14.0,14,0,0,13,1,0,0,60.195267,24.960707
1146,14,14.0,14,0,0,13,1,0,0,60.164690,24.970702
1147,14,14.0,14,0,0,12,1,0,1,60.170990,24.955517
1148,14,14.0,14,0,0,13,0,0,1,60.180862,24.923591
1149,14,14.0,14,0,0,13,1,0,0,60.186291,25.007526
1150,13,14.0,12,1,0,13,0,0,0,60.241799,24.938789
1151,13,14.0,12,1,0,13,0,0,0,60.252846,25.075218
1152,13,14.0,12,1,0,12,0,0,1,60.284556,25.018864
1153,13,14.0,12,1,0,11,1,1,0,60.221221,25.078812
1154,13,14.0,12,1,0,12,1,0,0,60.233754,24.931459
1155,13,14.0,12,1,0,12,0,0,1,60.182932,24.949007
1156,13,14.0,12,1,0,10,1,0,2,60.206601,25.077003
1157,13,14.0,12,1,0,12,1,0,0,60.202485,24.922933
1158,12,14.0,10,2,0,12,0,0,0,60.199029,25.037181
1159,12,14.0,10,2,0,11,0,0,1,60.234754,25.047321
1160,12,14.0,10,2,0,12,0,0,0,60.241354,25.013075
1161,12,14.0,10,2,0,11,1,0,0,60.229110,25.133046
1162,12,14.0,10,2,0,11,0,0,1,60.201278,24.899389
1163,12,14.0,10,2,0,10,1,0,1,60.207394,24.924655
1164,12,14.0,10,2,0,9,1,0,2,60.245394,25.012736
1165,12,14.0,10,2,0,10,2,0,0,60.187334,25.001280
1166,12,14.0,10,2,0,11,0,0,1,60.242228,24.936823
1167,12,14.0,10,2,0,9,0,3,0,60.157591,24.936706
1168,12,14.0,10,2,0,8,1,1,2,60.198523,25.047276
1169,12,14.0,10,2,0,11,0,0,1,60.256671,24.997407
1170,12,14.0,10,2,0,11,0,0,1,60.202408,25.031547
1171,12,14.0,10,2,0,9,2,0,1,60.214556,24.955425
1172,12,14.0,10,2,0,11,1,0,0,60.203383,24.950689
1173,11,14.0,8,3,0,9,0,2,0,60.242812,25.075215
1174,11,14.0,8,3,0,11,0,0,0,60.192567,25.025167
1175,11,14.0,10,0,1,11,0,0,0,60.283418,25.023174
1176,11,14.0,8,3,0,8,0,1,2,60.206695,25.075514
1177,11,14.0,8,3,0,8,2,0,1,60.236986,25.006950
1178,11,14.0,8,3,0,6,2,2,1,60.221755,25.071028
1179,11,14.0,8,3,0,7,3,0,1,60.241147,24.883348
1180,11,14.0,8,3,0,8,1,0,2,60.187166,24.868824
1181,11,14.0,8,3,0,8,1,2,0,60.179228,24.916435
1182,11,14.0,8,3,0,11,0,0,0,60.185737,24.994891
1183,11,14.0,8,3,0,8,0,1,2,60.211489,24.931320
1184,11,14.0,8,3,0,7,1,2,1,60.237169,24.877216
1185,11,14.0,8,3,0,10,0,1,0,60.241504,24.856342
1186,11,14.0,8,3,0,10,0,0,1,60.220735,24.936866
1187,11,14.0,8,3,0,10,0,1,0,60.160776,24.886896
1188,11,14.0,8,3,0,10,1,0,0,60.250754,25.003058
1189,11,14.0,8,3,0,9,2,0,0,60.228474,24.959089
1190,10,14.0,6,4,0,7,1,0,2,60.277857,25.006198
1191,10,14.0,6,4,0,7,1,2,0,60.163515,24.905215
1192,10,14.0,6,4,0,10,0,0,0,60.248580,25.061431
1193,10,14.0,6,4,0,9,0,0,1,60.167071,24.902969
1194,10,14.0,6,4,0,9,0,1,0,60.176813,24.975187
1195,10,14.0,6,4,0,8,2,0,0,60.237114,24.858957
1196,10,14.0,6,4,0,9,0,0,1,60.203278,24.874935
1197,10,14.0,6,4,0,5,3,0,2,60.269606,25.063102
1198,10,14.0,6,4,0,6,0,2,2,60.220430,25.134074
1199,10,14.0,6,4,0,5,5,0,0,60.157419,24.881271
1200,9,14.0,6,2,1,8,0,0,1,60.239949,24.920610
1201,9,14.0,4,5,0,7,0,0,2,60.163402,24.856942
1202,9,14.0,4,5,0,8,1,0,0,60.227363,24.906864
1203,9,14.0,6,2,1,9,0,0,0,60.203082,25.042521
1204,9,14.0,4,5,0,8,0,0,1,60.220899,25.161121
1205,9,14.0,6,2,1,8,0,1,0,60.228295,25.005039
1206,13,13.0,13,0,0,12,1,0,0,60.156948,24.942986
1207,13,13.0,13,0,0,13,0,0,0,60.188684,25.006720
1208,13,13.0,13,0,0,12,0,1,0,60.196690,25.031835
1209,13,13.0,13,0,0,11,1,1,0,60.164845,24.858595
1210,12,13.0,11,1,0,11,1,0,0,60.199312,24.945341
1211,12,13.0,11,1,0,11,0,0,1,60.211238,25.093124
1212,12,13.0,11,1,0,11,1,0,0,60.208702,24.917168
1213,12,13.0,11,1,0,12,0,0,0,60.233538,24.861325
1214,12,13.0,11,1,0,10,0,1,1,60.227582,24.926904
1215,12,13.0,11,1,0,11,1,0,0,60.233502,24.890710
1216,12,13.0,11,1,0,10,1,0,1,60.269436,25.024461
1217,11,13.0,9,2,0,9,0,1,1,60.208098,25.103482
1218,11,13.0,9,2,0,11,0,0,0,60.209035,24.975615
1219,11,13.0,9,2,0,9,0,0,2,60.251787,24.992733
1220,11,13.0,9,2,0,11,0,0,0,60.239130,25.044843
1221,11,13.0,9,2,0,10,0,0,1,60.217791,25.102886
1222,11,13.0,9,2,0,10,0,0,1,60.164972,24.882622
1223,11,13.0,9,2,0,10,1,0,0,60.243431,25.024805
1224,11,13.0,9,2,0,8,2,1,0,60.232570,24.932756
1225,11,13.0,9,2,0,8,1,2,0,60.216832,24.899250
1226,11,13.0,9,2,0,8,1,0,2,60.216594,25.096784
1227,11,13.0,9,2,0,8,2,1,0,60.151286,24.880889
1228,11,13.0,9,2,0,9,2,0,0,60.282373,25.012236
1229,11,13.0,9,2,0,8,0,1,2,60.264449,24.992185
1230,11,13.0,9,2,0,10,0,0,1,60.185844,24.989036
1231,10,13.0,7,3,0,8,1,1,0,60.200492,25.041000
1232,10,13.0,7,3,0,9,0,0,1,60.241706,24.993014
1233,10,13.0,7,3,0,5,3,0,2,60.227768,25.067545
1234,10,13.0,7,3,0,7,3,0,0,60.196413,24.897516
1235,10,13.0,7,3,0,6,1,2,1,60.248652,24.997391
1236,10,13.0,7,3,0,6,0,1,3,60.229125,24.922844
1237,10,13.0,7,3,0,10,0,0,0,60.252351,25.069203
1238,10,13.0,7,3,0,6,3,0,1,60.242102,24.926222
1239,10,13.0,7,3,0,7,1,1,1,60.253040,24.883387
1240,10,13.0,7,3,0,6,1,3,0,60.168627,24.960877
1241,10,13.0,7,3,0,8,1,0,1,60.208550,24.864782
1242,10,13.0,7,3,0,8,1,1,0,60.208641,25.099467
1243,10,13.0,7,3,0,6,3,1,0,60.192604,25.044494
1244,10,13.0,7,3,0,9,0,0,1,60.162899,24.955028
1245,9,13.0,5,4,0,6,3,0,0,60.238442,24.976868
1246,9,13.0,5,4,0,8,1,0,0,60.192584,24.896856
1247,9,13.0,5,4,0,7,0,1,1,60.189153,24.885046
1248,9,13.0,5,4,0,2,2,4,1,60.242781,24.959228
1249,9,13.0,5,4,0,2,5,1,1,60.241645,24.959531
1250,9,13.0,5,4,0,3,6,0,0,60.161684,24.868746
1251,9,13.0,5,4,0,7,0,2,0,60.240651,25.074567
1252,9,13.0,5,4,0,6,2,0,1,60.261146,24.964482
1253,9,13.0,5,4,0,5,1,1,2,60.198791,25.031394
1254,9,13.0,7,1,1,9,0,0,0,60.164440,24.878619
1255,9,13.0,5,4,0,8,0,0,1,60.202512,24.865180
1256,9,13.0,5,4,0,9,0,0,0,60.257458,24.956682
1257,9,13.0,5,4,0,7,0,2,0,60.161465,24.859617
1258,9,13.0,5,4,0,7,0,2,0,60.159250,24.877269
1259,9,13.0,5,4,0,7,1,0,1,60.217638,25.132668
1260,9,13.0,5,4,0,9,0,0,0,60.205553,25.132788
1261,8,13.0,3,5,0,3,0,5,0,60.178585,25.052510
1262,8,13.0,5,2,1,6,0,1,1,60.244534,24.962707
1263,8,13.0,3,5,0,4,0,0,4,60.262471,25.076707
1264,8,13.0,3,5,0,6,1,1,0,60.237569,24.846793
1265,8,13.0,5,2,1,5,2,1,0,60.230934,24.951492
1266,8,13.0,3,5,0,4,2,2,0,60.206429,24.973076
1267,8,13.0,5,2,1,5,2,1,0,60.225318,24.930768
1268,8,13.0,3,5,0,5,0,0,3,60.254857,25.191052
1269,8,13.0,3,5,0,7,1,0,0,60.224194,25.115530
1270,8,13.0,3,5,0,5,3,0,0,60.223598,25.022597
1271,7,13.0,3,3,1,4,1,1,1,60.220983,25.036418
1272,7,13.0,1,6,0,7,0,0,0,60.243172,24.892585
1273,12,12.0,12,0,0,8,2,0,2,60.209440,25.136673
1274,12,12.0,12,0,0,11,0,0,1,60.187003,24.913341
1275,12,12.0,12,0,0,12,0,0,0,60.229696,24.882843
1276,12,12.0,12,0,0,12,0,0,0,60.157304,24.939198
1277,11,12.0,10,1,0,11,0,0,0,60.226683,24.999166
1278,11,12.0,10,1,0,9,0,0,2,60.232502,24.958698
1279,11,12.0,10,1,0,11,0,0,0,60.166897,24.899038
1280,11,12.0,10,1,0,11,0,0,0,60.218257,24.975202
1281,11,12.0,10,1,0,10,0,1,0,60.203147,24.933089
1282,11,12.0,10,1,0,10,1,0,0,60.211202,24.887498
1283,11,12.0,10,1,0,10,0,0,1,60.215144,24.942913
1284,11,12.0,10,1,0,11,0,0,0,60.257418,25.056806
1285,11,12.0,10,1,0,11,0,0,0,60.258820,25.061486
1286,11,12.0,10,1,0,9,2,0,0,60.249094,25.013161
1287,11,12.0,10,1,0,11,0,0,0,60.183253,24.940792
1288,11,12.0,10,1,0,7,2,1,1,60.191193,25.033253
1289,11,12.0,10,1,0,11,0,0,0,60.172613,24.926726
1290,11,12.0,10,1,0,10,0,1,0,60.166883,24.968316
1291,11,12.0,10,1,0,10,0,1,0,60.207626,24.897630
1292,10,12.0,8,2,0,10,0,0,0,60.207089,24.938845
1293,10,12.0,8,2,0,8,1,1,0,60.209406,25.148916
1294,10,12.0,8,2,0,9,0,0,1,60.162797,24.860766
1295,10,12.0,8,2,0,6,2,0,2,60.265748,25.041618
1296,10,12.0,8,2,0,9,0,1,0,60.231077,24.973542
1297,10,12.0,8,2,0,8,2,0,0,60.175394,25.045541
1298,10,12.0,8,2,0,9,0,0,1,60.252948,25.008523
1299,10,12.0,8,2,0,9,0,0,1,60.207096,25.111302
1300,10,12.0,8,2,0,10,0,0,0,60.222765,24.945045
1301,10,12.0,8,2,0,8,0,0,2,60.248844,24.855014
1302,10,12.0,8,2,0,9,0,0,1,60.208308,25.106702
1303,10,12.0,8,2,0,9,1,0,0,60.207880,25.099650
1304,10,12.0,8,2,0,10,0,0,0,60.252431,25.065346
1305,10,12.0,8,2,0,9,0,0,1,60.240291,25.068865
1306,10,12.0,8,2,0,9,0,1,0,60.256686,25.026706
1307,10,12.0,8,2,0,10,0,0,0,60.265339,25.036521
1308,10,12.0,8,2,0,10,0,0,0,60.258581,25.062548
1309,9,12.0,6,3,0,5,3,1,0,60.183451,25.050421
1310,9,12.0,6,3,0,7,1,1,0,60.201286,25.047512
1311,9,12.0,6,3,0,8,0,0,1,60.228807,24.877281
1312,9,12.0,6,3,0,8,0,0,1,60.194979,24.930171
1313,9,12.0,6,3,0,9,0,0,0,60.241640,24.978957
1314,9,12.0,6,3,0,8,1,0,0,60.190710,25.018932
1315,9,12.0,6,3,0,5,1,2,1,60.265618,25.002974
1316,9,12.0,6,3,0,9,0,0,0,60.230348,24.845177
1317,9,12.0,6,3,0,8,0,0,1,60.210351,25.163094
1318,9,12.0,6,3,0,7,1,0,1,60.203161,24.897196
1319,9,12.0,6,3,0,8,1,0,0,60.163597,24.855137
1320,9,12.0,6,3,0,5,3,0,1,60.225017,24.952799
1321,9,12.0,6,3,0,7,0,1,1,60.204877,25.125026
1322,9,12.0,6,3,0,7,1,1,0,60.163279,25.046952
1323,9,12.0,6,3,0,6,2,0,1,60.269242,25.009298
1324,9,12.0,6,3,0,8,0,1,0,60.210557,24.899649
1325,9,12.0,6,3,0,4,3,1,1,60.228532,24.878841
1326,9,12.0,6,3,0,6,0,1,2,60.258932,25.059105
1327,8,12.0,4,4,0,7,0,0,1,60.231219,24.903627
1328,8,12.0,4,4,0,4,0,1,3,60.211072,25.175152
1329,8,12.0,4,4,0,4,1,3,0,60.239753,25.073256
1330,8,12.0,4,4,0,5,1,0,2,60.210705,25.056957
1331,8,12.0,4,4,0,6,0,1,1,60.265919,25.035441
1332,8,12.0,4,4,0,5,1,1,1,60.205113,25.136564
1333,8,12.0,6,1,1,6,0,0,2,60.210248,25.036693
1334,8,12.0,4,4,0,4,1,1,2,60.161145,24.872823
1335,8,12.0,6,1,1,6,0,1,1,60.224614,24.951198
1336,7,12.0,2,5,0,3,3,0,1,60.197505,25.054889
1337,7,12.0,2,5,0,7,0,0,0,60.281795,25.036976
1338,7,12.0,4,2,1,4,2,0,1,60.253026,24.993628
1339,6,12.0,2,3,1,3,0,2,1,60.279236,25.004558
1340,11,11.0,11,0,0,9,1,1,0,60.234870,25.009473
1341,11,11.0,11,0,0,11,0,0,0,60.198878,24.879020
1342,11,11.0,11,0,0,9,0,2,0,60.191320,24.939337
1343,11,11.0,11,0,0,10,1,0,0,60.209732,25.090886
1344,11,11.0,11,0,0,11,0,0,0,60.211293,24.942816
1345,11,11.0,11,0,0,10,0,1,0,60.229064,24.934201
1346,11,11.0,11,0,0,11,0,0,0,60.243632,25.041020
1347,11,11.0,11,0,0,11,0,0,0,60.184344,24.928976
