rank,count,weighted_score,sev_1,sev_2,sev_3,type_MA,type_PP,type_JK,type_MP,lat,lon
2003,4,6.0,2,2,0,4,0,0,0,60.237463,25.067567
2004,4,6.0,2,2,0,1,2,0,1,60.258839,25.001041
2005,4,6.0,2,2,0,1,1,0,2,60.242833,25.010834
2006,4,6.0,2,2,0,2,0,1,1,60.173585,25.038775
2007,4,6.0,2,2,0,4,0,0,0,60.151834,24.929526
2008,4,6.0,2,2,0,4,0,0,0,60.224154,25.140804
2009,3,6.0,2,0,1,2,0,1,0,60.222540,24.985166
2010,3,6.0,0,3,0,2,0,0,1,60.202460,25.071164
2011,3,6.0,2,0,1,2,0,0,1,60.204672,25.128831
2012,3,6.0,2,0,1,2,0,0,1,60.283950,25.019380
2013,3,6.0,2,0,1,1,1,0,1,60.265463,24.998586
2014,3,6.0,0,3,0,1,1,1,0,60.258587,24.897475
2015,3,6.0,2,0,1,2,0,0,1,60.240877,25.139257
2016,3,6.0,0,3,0,0,0,3,0,60.202166,25.133846
2017,3,6.0,0,3,0,3,0,0,0,60.224338,25.019173
2018,3,6.0,0,3,0,0,3,0,0,60.190997,24.981250
2019,3,6.0,0,3,0,1,0,0,2,60.260881,24.889024
2020,3,6.0,0,3,0,2,0,0,1,60.263643,24.970681
2021,3,6.0,2,0,1,3,0,0,0,60.248555,24.977680
2022,3,6.0,0,3,0,0,0,1,2,60.265396,24.981194
2023,3,6.0,0,3,0,2,0,0,1,60.220466,24.880556
2024,3,6.0,2,0,1,2,0,1,0,60.186109,25.008888
2025,3,6.0,2,0,1,2,0,1,0,60.200620,24.884760
2026,3,6.0,0,3,0,0,3,0,0,60.206700,24.970999
2027,3,6.0,0,3,0,0,0,1,2,60.270028,25.057375
2028,3,6.0,0,3,0,0,2,1,0,60.182766,24.936584
2029,5,5.0,5,0,0,5,0,0,0,60.231139,25.014826
2030,5,5.0,5,0,0,5,0,0,0,60.204878,24.900316
2031,5,5.0,5,0,0,4,0,1,0,60.237754,24.853274
2032,5,5.0,5,0,0,5,0,0,0,60.198830,24.906909
2033,5,5.0,5,0,0,4,0,0,1,60.216543,24.970968
2034,5,5.0,5,0,0,4,0,0,1,60.160776,24.863233
2035,5,5.0,5,0,0,5,0,0,0,60.250586,24.948227
2036,5,5.0,5,0,0,5,0,0,0,60.254830,25.019186
2037,5,5.0,5,0,0,4,1,0,0,60.230392,24.962458
2038,5,5.0,5,0,0,4,0,0,1,60.275091,25.019587
2039,5,5.0,5,0,0,5,0,0,0,60.219343,24.938544
2040,5,5.0,5,0,0,5,0,0,0,60.272134,25.085056
2041,5,5.0,5,0,0,5,0,0,0,60.230336,24.904561
2042,5,5.0,5,0,0,5,0,0,0,60.190367,25.040085
2043,5,5.0,5,0,0,5,0,0,0,60.221129,25.153146
2044,5,5.0,5,0,0,5,0,0,0,60.233015,24.850971
2045,5,5.0,5,0,0,5,0,0,0,60.172147,24.940048
2046,5,5.0,5,0,0,5,0,0,0,60.168223,24.858531
2047,5,5.0,5,0,0,5,0,0,0,60.193603,24.876925
2048,5,5.0,5,0,0,5,0,0,0,60.194242,24.896778
2049,5,5.0,5,0,0,5,0,0,0,60.203393,24.918993
2050,5,5.0,5,0,0,5,0,0,0,60.208077,24.941437
2051,5,5.0,5,0,0,5,0,0,0,60.254858,25.075220
2052,5,5.0,5,0,0,1,0,1,3,60.159757,24.931763
2053,5,5.0,5,0,0,4,1,0,0,60.155704,24.864408
2054,5,5.0,5,0,0,4,1,0,0,60.225162,24.892672
2055,5,5.0,5,0,0,5,0,0,0,60.243895,24.887747
2056,5,5.0,5,0,0,4,1,0,0,60.229241,24.844828
2057,5,5.0,5,0,0,5,0,0,0,60.235022,25.100526
2058,5,5.0,5,0,0,5,0,0,0,60.172815,24.910877
2059,5,5.0,5,0,0,5,0,0,0,60.155407,24.916869
2060,5,5.0,5,0,0,5,0,0,0,60.261105,25.144863
2061,5,5.0,5,0,0,5,0,0,0,60.218252,25.163326
2062,5,5.0,5,0,0,5,0,0,0,60.166995,24.905259
2063,5,5.0,5,0,0,5,0,0,0,60.236164,25.010216
2064,5,5.0,5,0,0,5,0,0,0,60.201483,24.881728
2065,5,5.0,5,0,0,5,0,0,0,60.218843,25.146292
2066,5,5.0,5,0,0,4,0,1,0,60.177491,24.945258
2067,5,5.0,5,0,0,4,0,0,1,60.222259,24.964577
2068,5,5.0,5,0,0,4,1,0,0,60.203715,25.118650
2069,5,5.0,5,0,0,5,0,0,0,60.262489,25.155327
2070,5,5.0,5,0,0,5,0,0,0,60.203127,24.869109
2071,5,5.0,5,0,0,5,0,0,0,60.224916,24.902696
2072,5,5.0,5,0,0,5,0,0,0,60.225142,25.169123
2073,5,5.0,5,0,0,5,0,0,0,60.260810,25.052290
2074,5,5.0,5,0,0,5,0,0,0,60.199366,24.880613
2075,5,5.0,5,0,0,4,1,0,0,60.267002,25.024716
2076,5,5.0,5,0,0,5,0,0,0,60.218838,24.855370
2077,5,5.0,5,0,0,5,0,0,0,60.162830,24.878523
2078,5,5.0,5,0,0,5,0,0,0,60.218805,24.946939
2079,5,5.0,5,0,0,5,0,0,0,60.162423,24.890988
2080,5,5.0,5,0,0,5,0,0,0,60.223919,25.173797
2081,5,5.0,5,0,0,3,1,1,0,60.156692,24.864927
2082,5,5.0,5,0,0,5,0,0,0,60.250495,25.021606
2083,5,5.0,5,0,0,5,0,0,0,60.228141,24.874536
2084,5,5.0,5,0,0,5,0,0,0,60.204681,25.152316
2085,5,5.0,5,0,0,5,0,0,0,60.252605,24.995057
2086,5,5.0,5,0,0,5,0,0,0,60.159714,24.883166
2087,5,5.0,5,0,0,4,0,1,0,60.213061,24.944447
2088,5,5.0,5,0,0,5,0,0,0,60.264741,25.074936
2089,5,5.0,5,0,0,4,0,1,0,60.248172,24.994572
2090,5,5.0,5,0,0,5,0,0,0,60.227705,24.943209
2091,5,5.0,5,0,0,4,1,0,0,60.188403,25.038816
2092,5,5.0,5,0,0,5,0,0,0,60.158768,24.958958
2093,5,5.0,5,0,0,4,1,0,0,60.236743,24.878355
2094,5,5.0,5,0,0,3,2,0,0,60.210417,24.962434
2095,4,5.0,3,1,0,3,1,0,0,60.240279,24.873745
2096,4,5.0,3,1,0,3,1,0,0,60.203056,24.893958
2097,4,5.0,3,1,0,3,0,0,1,60.254988,24.881150
2098,4,5.0,3,1,0,3,0,0,1,60.251100,24.878825
2099,4,5.0,3,1,0,3,0,1,0,60.253192,24.918723
2100,4,5.0,3,1,0,4,0,0,0,60.241587,24.977421
2101,4,5.0,3,1,0,3,1,0,0,60.227100,25.007008
2102,4,5.0,3,1,0,4,0,0,0,60.281974,25.034831
2103,4,5.0,3,1,0,3,0,1,0,60.155100,24.879322
2104,4,5.0,3,1,0,3,1,0,0,60.158893,24.910824
2105,4,5.0,3,1,0,3,1,0,0,60.235411,25.092968
2106,4,5.0,3,1,0,4,0,0,0,60.231869,25.114661
2107,4,5.0,3,1,0,3,1,0,0,60.268601,25.006771
2108,4,5.0,3,1,0,4,0,0,0,60.269029,25.023488
2109,4,5.0,3,1,0,3,1,0,0,60.261684,25.006766
2110,4,5.0,3,1,0,3,0,1,0,60.160305,24.933427
2111,4,5.0,3,1,0,3,0,1,0,60.206426,25.120686
2112,4,5.0,3,1,0,3,0,1,0,60.234819,25.079500
2113,4,5.0,3,1,0,3,0,1,0,60.198289,24.956874
2114,4,5.0,3,1,0,4,0,0,0,60.224533,25.012389
2115,4,5.0,3,1,0,4,0,0,0,60.244209,24.844876
2116,4,5.0,3,1,0,3,0,1,0,60.204834,25.138604
2117,4,5.0,3,1,0,4,0,0,0,60.244760,25.144494
2118,4,5.0,3,1,0,2,1,1,0,60.247517,24.958105
2119,4,5.0,3,1,0,3,1,0,0,60.261697,25.025617
2120,4,5.0,3,1,0,2,1,1,0,60.246280,24.924479
2121,4,5.0,3,1,0,4,0,0,0,60.164424,24.851445
2122,4,5.0,3,1,0,3,1,0,0,60.252960,25.060888
2123,4,5.0,3,1,0,3,1,0,0,60.256319,25.011012
2124,4,5.0,3,1,0,3,1,0,0,60.234747,24.980343
2125,4,5.0,3,1,0,4,0,0,0,60.286205,25.011341
2126,4,5.0,3,1,0,3,0,0,1,60.176809,24.942809
2127,4,5.0,3,1,0,3,1,0,0,60.218730,25.133366
2128,4,5.0,3,1,0,1,0,2,1,60.218664,24.966625
2129,4,5.0,3,1,0,4,0,0,0,60.265173,25.203401
2130,4,5.0,3,1,0,3,0,0,1,60.260843,25.076246
2131,4,5.0,3,1,0,1,1,0,2,60.285629,25.021288
2132,4,5.0,3,1,0,3,0,1,0,60.233576,24.973667
2133,4,5.0,3,1,0,3,0,0,1,60.250990,24.953298
2134,4,5.0,3,1,0,2,2,0,0,60.205714,25.075556
2135,4,5.0,3,1,0,3,1,0,0,60.208480,24.921104
2136,4,5.0,3,1,0,4,0,0,0,60.214821,25.043202
2137,4,5.0,3,1,0,3,1,0,0,60.186407,24.900730
2138,4,5.0,3,1,0,4,0,0,0,60.263246,24.952573
2139,4,5.0,3,1,0,4,0,0,0,60.213392,25.168901
2140,4,5.0,3,1,0,3,0,1,0,60.237607,25.079170
2141,4,5.0,3,1,0,2,0,0,2,60.205753,25.115514
2142,4,5.0,3,1,0,3,0,0,1,60.237335,24.860741
2143,4,5.0,3,1,0,4,0,0,0,60.219698,24.914301
2144,4,5.0,3,1,0,3,0,0,1,60.171129,25.038746
2145,4,5.0,3,1,0,3,0,0,1,60.213728,24.960597
2146,4,5.0,3,1,0,4,0,0,0,60.165625,24.844909
2147,4,5.0,3,1,0,2,0,0,2,60.269341,25.015022
2148,4,5.0,3,1,0,3,0,1,0,60.230066,24.947301
2149,4,5.0,3,1,0,2,2,0,0,60.196582,24.873639
2150,4,5.0,3,1,0,2,1,1,0,60.268048,24.999350
2151,4,5.0,3,1,0,2,1,0,1,60.273487,25.076437
2152,4,5.0,3,1,0,4,0,0,0,60.249675,24.835015
2153,4,5.0,3,1,0,4,0,0,0,60.265503,25.079206
2154,4,5.0,3,1,0,2,0,1,1,60.245160,25.077677
2155,4,5.0,3,1,0,4,0,0,0,60.223606,24.990928
2156,4,5.0,3,1,0,2,1,1,0,60.251037,24.866434
2157,4,5.0,3,1,0,1,1,1,1,60.198765,24.923352
2158,4,5.0,3,1,0,3,1,0,0,60.263589,24.991072
2159,4,5.0,3,1,0,3,1,0,0,60.211121,25.149652
2160,4,5.0,3,1,0,4,0,0,0,60.238905,25.096972
2161,4,5.0,3,1,0,4,0,0,0,60.201822,25.128965
2162,4,5.0,3,1,0,2,2,0,0,60.206972,25.152643
2163,4,5.0,3,1,0,3,0,0,1,60.242699,25.044878
2164,4,5.0,3,1,0,3,0,0,1,60.233184,24.949600
2165,4,5.0,3,1,0,3,0,1,0,60.204999,25.060639
2166,4,5.0,3,1,0,3,0,0,1,60.278600,24.995450
2167,4,5.0,3,1,0,3,0,0,1,60.222189,25.072988
2168,4,5.0,3,1,0,3,0,0,1,60.257326,24.981487
2169,4,5.0,3,1,0,3,1,0,0,60.225556,25.022805
2170,4,5.0,3,1,0,3,1,0,0,60.201076,24.905362
2171,4,5.0,3,1,0,4,0,0,0,60.245286,24.870978
2172,4,5.0,3,1,0,4,0,0,0,60.239729,25.035689
2173,4,5.0,3,1,0,3,0,0,1,60.220969,25.137011
2174,4,5.0,3,1,0,2,2,0,0,60.271048,25.051356
2175,4,5.0,3,1,0,3,1,0,0,60.231129,25.030483
2176,4,5.0,3,1,0,3,0,1,0,60.214963,24.902743
2177,4,5.0,3,1,0,4,0,0,0,60.164897,24.881256
2178,4,5.0,3,1,0,4,0,0,0,60.263267,24.992099
2179,4,5.0,3,1,0,2,0,2,0,60.156876,24.873136
2180,4,5.0,3,1,0,3,1,0,0,60.268067,25.059375
2181,4,5.0,3,1,0,4,0,0,0,60.210026,24.869803
2182,4,5.0,3,1,0,4,0,0,0,60.222690,24.856382
2183,3,5.0,1,2,0,1,1,1,0,60.262983,25.009726
2184,3,5.0,1,2,0,1,2,0,0,60.246442,24.870702
2185,3,5.0,1,2,0,1,2,0,0,60.224074,24.866296
2186,3,5.0,1,2,0,2,1,0,0,60.160289,24.917155
2187,3,5.0,1,2,0,1,0,2,0,60.215504,24.952984
2188,3,5.0,1,2,0,2,0,1,0,60.205118,24.970724
2189,3,5.0,1,2,0,2,0,1,0,60.235325,25.065241
2190,3,5.0,1,2,0,2,0,1,0,60.264740,24.984921
2191,3,5.0,1,2,0,2,0,0,1,60.248911,24.957492
2192,3,5.0,1,2,0,2,1,0,0,60.238214,24.883188
2193,3,5.0,1,2,0,3,0,0,0,60.237794,25.136582
2194,3,5.0,1,2,0,2,1,0,0,60.256881,25.019236
2195,3,5.0,1,2,0,1,2,0,0,60.166345,25.054774
2196,3,5.0,1,2,0,1,1,0,1,60.224512,24.898428
2197,3,5.0,1,2,0,1,0,2,0,60.273706,24.998843
2198,3,5.0,1,2,0,2,0,1,0,60.218204,24.871182
2199,3,5.0,1,2,0,1,2,0,0,60.230317,24.894817
2200,3,5.0,1,2,0,1,1,0,1,60.273322,25.033410
2201,3,5.0,1,2,0,1,0,2,0,60.161267,24.857272
2202,3,5.0,1,2,0,3,0,0,0,60.164886,24.848877
2203,3,5.0,1,2,0,2,0,0,1,60.244808,24.865223
2204,3,5.0,1,2,0,3,0,0,0,60.227847,25.069038
2205,3,5.0,1,2,0,1,1,1,0,60.192036,24.946188
2206,3,5.0,1,2,0,2,0,1,0,60.181026,24.846730
2207,3,5.0,1,2,0,0,1,1,1,60.260504,25.086184
2208,3,5.0,1,2,0,1,1,1,0,60.197650,24.908690
2209,3,5.0,1,2,0,1,1,1,0,60.248113,24.891208
2210,3,5.0,1,2,0,3,0,0,0,60.222050,24.848882
2211,3,5.0,1,2,0,3,0,0,0,60.249876,25.064065
2212,3,5.0,1,2,0,1,0,0,2,60.284229,25.026674
2213,3,5.0,1,2,0,1,0,1,1,60.259257,25.053139
2214,3,5.0,1,2,0,1,0,1,1,60.226375,24.932729
2215,3,5.0,1,2,0,3,0,0,0,60.277544,25.011065
2216,3,5.0,1,2,0,3,0,0,0,60.256572,24.938585
2217,3,5.0,1,2,0,2,0,1,0,60.228392,24.968484
2218,3,5.0,1,2,0,1,1,1,0,60.159311,24.890185
2219,3,5.0,1,2,0,1,1,1,0,60.243434,24.874977
2220,3,5.0,1,2,0,1,1,0,1,60.212291,24.950152
2221,3,5.0,1,2,0,2,0,0,1,60.251502,24.955571
2222,3,5.0,1,2,0,1,0,1,1,60.214477,25.046362
2223,3,5.0,1,2,0,1,2,0,0,60.236775,24.923361
2224,3,5.0,1,2,0,1,2,0,0,60.223058,25.025053
2225,3,5.0,1,2,0,3,0,0,0,60.185978,24.987525
2226,3,5.0,1,2,0,2,1,0,0,60.201886,25.133021
2227,3,5.0,1,2,0,2,0,1,0,60.205848,25.057769
2228,3,5.0,1,2,0,2,1,0,0,60.247138,24.869257
2229,3,5.0,1,2,0,1,1,0,1,60.163054,25.057178
2230,3,5.0,1,2,0,0,3,0,0,60.205058,24.956622
2231,3,5.0,1,2,0,1,1,0,1,60.222252,24.993197
2232,2,5.0,1,0,1,2,0,0,0,60.183847,24.982920
2233,2,5.0,1,0,1,1,1,0,0,60.232286,25.112754
2234,2,5.0,1,0,1,0,0,1,1,60.238878,24.999487
2235,2,5.0,1,0,1,2,0,0,0,60.240038,25.038038
2236,2,5.0,1,0,1,2,0,0,0,60.236964,25.121147
2237,2,5.0,1,0,1,1,1,0,0,60.233207,24.937949
2238,2,5.0,1,0,1,2,0,0,0,60.219845,25.041857
2239,2,5.0,1,0,1,1,0,0,1,60.205199,25.131342
2240,4,4.0,4,0,0,4,0,0,0,60.234474,25.014432
2241,4,4.0,4,0,0,4,0,0,0,60.224949,25.081018
2242,4,4.0,4,0,0,4,0,0,0,60.221030,24.910827
2243,4,4.0,4,0,0,4,0,0,0,60.208627,24.929446
2244,4,4.0,4,0,0,4,0,0,0,60.208485,24.909392
2245,4,4.0,4,0,0,4,0,0,0,60.204216,25.148756
2246,4,4.0,4,0,0,4,0,0,0,60.213423,24.881256
2247,4,4.0,4,0,0,4,0,0,0,60.259216,24.953493
2248,4,4.0,4,0,0,4,0,0,0,60.188406,24.875300
2249,4,4.0,4,0,0,3,1,0,0,60.179080,24.960514
2250,4,4.0,4,0,0,4,0,0,0,60.211145,25.103124
2251,4,4.0,4,0,0,4,0,0,0,60.237087,24.976215
2252,4,4.0,4,0,0,4,0,0,0,60.225458,24.929668
2253,4,4.0,4,0,0,3,0,0,1,60.257082,25.051507
2254,4,4.0,4,0,0,3,1,0,0,60.183126,25.013426
2255,4,4.0,4,0,0,4,0,0,0,60.155543,24.922080
2256,4,4.0,4,0,0,4,0,0,0,60.185752,25.013011
2257,4,4.0,4,0,0,4,0,0,0,60.159788,24.917673
2258,4,4.0,4,0,0,4,0,0,0,60.212907,24.893404
2259,4,4.0,4,0,0,4,0,0,0,60.224789,24.901033
2260,4,4.0,4,0,0,4,0,0,0,60.225435,24.905930
2261,4,4.0,4,0,0,4,0,0,0,60.226541,25.136219
2262,4,4.0,4,0,0,4,0,0,0,60.233071,24.926710
2263,4,4.0,4,0,0,4,0,0,0,60.238084,24.909633
2264,4,4.0,4,0,0,3,1,0,0,60.196774,25.039435
2265,4,4.0,4,0,0,4,0,0,0,60.172378,24.912562
2266,4,4.0,4,0,0,4,0,0,0,60.206965,25.138438
2267,4,4.0,4,0,0,4,0,0,0,60.154758,24.918511
2268,4,4.0,4,0,0,4,0,0,0,60.212730,24.940697
2269,4,4.0,4,0,0,3,1,0,0,60.180906,25.052483
2270,4,4.0,4,0,0,4,0,0,0,60.221538,24.983119
2271,4,4.0,4,0,0,4,0,0,0,60.205807,24.962728
2272,4,4.0,4,0,0,4,0,0,0,60.218700,24.890114
2273,4,4.0,4,0,0,4,0,0,0,60.176569,25.049587
2274,4,4.0,4,0,0,4,0,0,0,60.185826,24.992896
2275,4,4.0,4,0,0,3,0,0,1,60.234786,24.955576
2276,4,4.0,4,0,0,2,0,0,2,60.225840,25.024362
2277,4,4.0,4,0,0,3,1,0,0,60.184628,25.056308
2278,4,4.0,4,0,0,4,0,0,0,60.176818,24.955484
2279,4,4.0,4,0,0,4,0,0,0,60.174600,25.037212
2280,4,4.0,4,0,0,4,0,0,0,60.262303,25.054101
2281,4,4.0,4,0,0,2,1,0,1,60.187884,24.873771
2282,4,4.0,4,0,0,3,1,0,0,60.193001,24.980708
2283,4,4.0,4,0,0,3,1,0,0,60.278479,25.021101
2284,4,4.0,4,0,0,4,0,0,0,60.192071,25.022277
2285,4,4.0,4,0,0,4,0,0,0,60.236709,25.095266
2286,4,4.0,4,0,0,4,0,0,0,60.240583,25.113062
2287,4,4.0,4,0,0,4,0,0,0,60.214967,25.147027
2288,4,4.0,4,0,0,4,0,0,0,60.240660,25.111024
2289,4,4.0,4,0,0,4,0,0,0,60.205087,24.961136
2290,4,4.0,4,0,0,4,0,0,0,60.246592,24.863806
2291,4,4.0,4,0,0,4,0,0,0,60.231555,25.013312
2292,4,4.0,4,0,0,4,0,0,0,60.202904,25.073231
2293,4,4.0,4,0,0,4,0,0,0,60.220243,24.871356
2294,4,4.0,4,0,0,4,0,0,0,60.239081,25.037731
2295,4,4.0,4,0,0,3,0,0,1,60.177058,25.047444
2296,4,4.0,4,0,0,4,0,0,0,60.222877,24.987566
2297,4,4.0,4,0,0,4,0,0,0,60.204503,24.851184
2298,4,4.0,4,0,0,3,1,0,0,60.159214,24.888926
2299,4,4.0,4,0,0,4,0,0,0,60.161145,24.871086
2300,4,4.0,4,0,0,3,0,0,1,60.204187,24.950085
2301,4,4.0,4,0,0,4,0,0,0,60.162846,24.870680
2302,4,4.0,4,0,0,4,0,0,0,60.216613,24.880509
2303,4,4.0,4,0,0,3,0,1,0,60.154249,24.954730
2304,4,4.0,4,0,0,4,0,0,0,60.232353,24.884490
2305,4,4.0,4,0,0,3,1,0,0,60.161863,24.865642
2306,4,4.0,4,0,0,4,0,0,0,60.205286,24.918481
2307,4,4.0,4,0,0,3,0,0,1,60.168153,24.968366
2308,4,4.0,4,0,0,4,0,0,0,60.266674,25.035095
2309,4,4.0,4,0,0,4,0,0,0,60.270155,25.060750
2310,4,4.0,4,0,0,4,0,0,0,60.211389,24.903473
2311,4,4.0,4,0,0,4,0,0,0,60.249836,25.018897
2312,4,4.0,4,0,0,4,0,0,0,60.214108,24.971751
2313,4,4.0,4,0,0,4,0,0,0,60.267072,25.211332
2314,4,4.0,4,0,0,2,2,0,0,60.274189,25.002645
2315,4,4.0,4,0,0,3,0,0,1,60.193269,24.941149
2316,4,4.0,4,0,0,4,0,0,0,60.207574,24.905051
2317,4,4.0,4,0,0,2,1,0,1,60.248947,24.942231
2318,4,4.0,4,0,0,4,0,0,0,60.274325,24.989278
2319,4,4.0,4,0,0,3,1,0,0,60.240319,24.886846
2320,4,4.0,4,0,0,4,0,0,0,60.227018,24.887242
2321,4,4.0,4,0,0,4,0,0,0,60.240096,25.044895
2322,4,4.0,4,0,0,3,1,0,0,60.200727,24.877064
2323,4,4.0,4,0,0,3,0,1,0,60.241377,24.890386
2324,4,4.0,4,0,0,4,0,0,0,60.264241,25.012843
2325,4,4.0,4,0,0,4,0,0,0,60.221380,24.852902
2326,4,4.0,4,0,0,2,2,0,0,60.227436,25.028434
2327,4,4.0,4,0,0,3,1,0,0,60.155801,24.962454
2328,4,4.0,4,0,0,4,0,0,0,60.217279,25.112336
2329,3,4.0,2,1,0,2,0,0,1,60.263519,25.012226
2330,3,4.0,2,1,0,3,0,0,0,60.207889,25.063342
2331,3,4.0,2,1,0,2,0,0,1,60.255847,25.032307
2332,3,4.0,2,1,0,3,0,0,0,60.198931,25.033067
2333,3,4.0,2,1,0,1,1,0,1,60.215903,25.061424
2334,3,4.0,2,1,0,2,0,0,1,60.263217,24.885179
2335,3,4.0,2,1,0,2,0,0,1,60.254377,25.061480
2336,3,4.0,2,1,0,2,0,1,0,60.254794,25.026706
2337,3,4.0,2,1,0,2,0,1,0,60.211876,25.095053
2338,3,4.0,2,1,0,3,0,0,0,60.269061,25.215371
2339,3,4.0,2,1,0,1,1,1,0,60.238383,25.078251
2340,3,4.0,2,1,0,3,0,0,0,60.231795,25.059150
2341,3,4.0,2,1,0,2,0,0,1,60.242974,24.889039
2342,3,4.0,2,1,0,3,0,0,0,60.242856,25.057138
2343,3,4.0,2,1,0,2,1,0,0,60.232656,25.047878
2344,3,4.0,2,1,0,2,1,0,0,60.256727,24.947272
2345,3,4.0,2,1,0,1,2,0,0,60.258280,25.020372
2346,3,4.0,2,1,0,2,0,1,0,60.157500,24.877351
2347,3,4.0,2,1,0,2,0,1,0,60.224577,25.073094
2348,3,4.0,2,1,0,3,0,0,0,60.261235,24.990402
2349,3,4.0,2,1,0,2,1,0,0,60.262910,25.071409
2350,3,4.0,2,1,0,2,0,1,0,60.252598,24.868599
2351,3,4.0,2,1,0,2,1,0,0,60.224882,25.067388
2352,3,4.0,2,1,0,3,0,0,0,60.274650,25.245298
2353,3,4.0,2,1,0,2,0,1,0,60.212435,25.038506
2354,3,4.0,2,1,0,2,1,0,0,60.237382,25.075554
2355,3,4.0,2,1,0,3,0,0,0,60.222128,25.030614
2356,3,4.0,2,1,0,2,0,1,0,60.219065,25.101372
2357,3,4.0,2,1,0,2,0,1,0,60.252358,24.999875
2358,3,4.0,2,1,0,2,0,1,0,60.228969,24.889286
2359,3,4.0,2,1,0,3,0,0,0,60.165140,25.058560
2360,3,4.0,2,1,0,2,0,0,1,60.175316,24.909348
2361,3,4.0,2,1,0,2,0,0,1,60.185646,25.045089
2362,3,4.0,2,1,0,3,0,0,0,60.210808,24.946901
2363,3,4.0,2,1,0,3,0,0,0,60.234720,24.968732
2364,3,4.0,2,1,0,3,0,0,0,60.235543,25.043144
2365,3,4.0,2,1,0,3,0,0,0,60.251604,24.984715
2366,3,4.0,2,1,0,3,0,0,0,60.262173,25.174681
2367,3,4.0,2,1,0,2,1,0,0,60.194455,24.976798
2368,3,4.0,2,1,0,3,0,0,0,60.248419,25.158628
2369,3,4.0,2,1,0,3,0,0,0,60.245428,24.842793
2370,3,4.0,2,1,0,3,0,0,0,60.236980,25.114552
2371,3,4.0,2,1,0,3,0,0,0,60.228024,25.003437
2372,3,4.0,2,1,0,2,1,0,0,60.209109,24.960934
2373,3,4.0,2,1,0,3,0,0,0,60.206367,24.917175
2374,3,4.0,2,1,0,2,1,0,0,60.233524,25.020542
2375,3,4.0,2,1,0,2,1,0,0,60.207873,24.892454
2376,3,4.0,2,1,0,2,0,0,1,60.245142,25.150361
2377,3,4.0,2,1,0,2,0,0,1,60.265324,25.021599
2378,3,4.0,2,1,0,3,0,0,0,60.214680,25.102953
2379,3,4.0,2,1,0,1,2,0,0,60.252170,24.989063
2380,3,4.0,2,1,0,3,0,0,0,60.231300,24.851057
2381,3,4.0,2,1,0,3,0,0,0,60.251960,25.068585
2382,3,4.0,2,1,0,3,0,0,0,60.271213,25.224759
2383,3,4.0,2,1,0,2,0,0,1,60.265400,24.965174
2384,3,4.0,2,1,0,1,1,0,1,60.247172,24.849767
2385,3,4.0,2,1,0,3,0,0,0,60.213577,24.897227
2386,3,4.0,2,1,0,2,0,0,1,60.156631,24.866976
2387,3,4.0,2,1,0,2,1,0,0,60.204225,24.870731
2388,3,4.0,2,1,0,3,0,0,0,60.192561,24.898237
2389,3,4.0,2,1,0,2,0,1,0,60.230211,24.898947
2390,3,4.0,2,1,0,2,0,1,0,60.263667,25.029119
2391,3,4.0,2,1,0,2,0,1,0,60.175504,25.047200
2392,3,4.0,2,1,0,3,0,0,0,60.203148,25.079142
2393,3,4.0,2,1,0,2,0,0,1,60.263320,25.064978
2394,3,4.0,2,1,0,2,0,1,0,60.238792,25.089721
2395,3,4.0,2,1,0,2,0,1,0,60.234640,25.040821
2396,3,4.0,2,1,0,2,0,1,0,60.267054,25.071475
2397,3,4.0,2,1,0,2,0,0,1,60.224729,25.102737
2398,3,4.0,2,1,0,3,0,0,0,60.190110,25.046268
2399,3,4.0,2,1,0,2,0,1,0,60.189235,24.981740
2400,3,4.0,2,1,0,3,0,0,0,60.194349,24.940523
2401,3,4.0,2,1,0,2,0,0,1,60.243295,25.149311
2402,3,4.0,2,1,0,2,0,0,1,60.198577,25.057133
2403,3,4.0,2,1,0,1,0,1,1,60.239224,24.902478
2404,3,4.0,2,1,0,2,1,0,0,60.157094,24.863397
2405,3,4.0,2,1,0,3,0,0,0,60.271412,25.226579
2406,3,4.0,2,1,0,3,0,0,0,60.229600,25.059242
2407,3,4.0,2,1,0,2,0,0,1,60.208633,24.910192
2408,3,4.0,2,1,0,2,0,0,1,60.237194,24.884746
2409,3,4.0,2,1,0,3,0,0,0,60.252873,24.863093
2410,3,4.0,2,1,0,2,1,0,0,60.285043,25.030446
2411,3,4.0,2,1,0,3,0,0,0,60.247403,25.156580
2412,3,4.0,2,1,0,2,0,1,0,60.221703,25.138767
2413,3,4.0,2,1,0,2,0,1,0,60.260757,25.019385
2414,3,4.0,2,1,0,2,1,0,0,60.181198,25.059085
2415,3,4.0,2,1,0,2,0,0,1,60.230333,25.120767
2416,3,4.0,2,1,0,2,1,0,0,60.228875,24.901708
2417,3,4.0,2,1,0,2,0,0,1,60.241162,25.004674
2418,3,4.0,2,1,0,3,0,0,0,60.259675,25.084439
2419,3,4.0,2,1,0,2,0,0,1,60.213528,24.967472
2420,3,4.0,2,1,0,3,0,0,0,60.229370,25.022636
2421,3,4.0,2,1,0,3,0,0,0,60.234056,25.074330
2422,3,4.0,2,1,0,3,0,0,0,60.223750,24.950234
2423,3,4.0,2,1,0,3,0,0,0,60.233012,24.960757
2424,3,4.0,2,1,0,2,1,0,0,60.236751,25.071934
