rank,count,weighted_score,sev_1,sev_2,sev_3,type_MA,type_PP,type_JK,type_MP,lat,lon
435,2,4.0,0,2,0,1,0,0,1,60.191116,24.923969
436,2,4.0,0,2,0,0,0,0,2,60.231552,25.000490
437,2,4.0,0,2,0,0,2,0,0,60.247523,24.923142
438,2,4.0,0,2,0,0,2,0,0,60.191492,25.022888
439,2,4.0,0,2,0,1,1,0,0,60.191446,25.061718
440,2,4.0,0,2,0,0,2,0,0,60.273471,25.044718
441,2,4.0,0,2,0,1,0,1,0,60.237071,24.928906
442,2,4.0,0,2,0,0,1,1,0,60.196704,24.927240
443,2,4.0,0,2,0,2,0,0,0,60.209547,24.948585
444,2,4.0,0,2,0,1,0,1,0,60.166992,24.927250
445,2,4.0,0,2,0,1,0,1,0,60.235781,25.126891
446,2,4.0,0,2,0,2,0,0,0,60.208243,25.095908
447,2,4.0,0,2,0,2,0,0,0,60.229862,25.053840
448,2,4.0,0,2,0,0,1,0,1,60.224686,25.017052
449,2,4.0,0,2,0,0,1,1,0,60.204268,25.076326
450,2,4.0,0,2,0,1,1,0,0,60.197530,25.054990
451,2,4.0,0,2,0,0,1,0,1,60.222870,25.077115
452,2,4.0,0,2,0,1,1,0,0,60.284092,25.029495
453,2,4.0,0,2,0,0,1,1,0,60.198964,24.877226
454,2,4.0,0,2,0,0,1,1,0,60.248689,24.997694
455,2,4.0,0,2,0,1,0,1,0,60.197447,24.878832
456,2,4.0,0,2,0,1,1,0,0,60.169432,24.927508
457,2,4.0,0,2,0,2,0,0,0,60.247647,25.000704
458,2,4.0,0,2,0,2,0,0,0,60.216803,24.975543
459,2,4.0,0,2,0,0,1,0,1,60.205481,25.136697
460,2,4.0,0,2,0,0,0,0,2,60.253585,24.939130
461,2,4.0,0,2,0,0,2,0,0,60.256414,24.937563
462,2,4.0,0,2,0,1,1,0,0,60.179177,24.912779
463,2,4.0,0,2,0,0,0,2,0,60.235186,25.020992
464,2,4.0,0,2,0,0,0,2,0,60.192537,25.042838
465,2,4.0,0,2,0,2,0,0,0,60.214324,24.878869
466,2,4.0,0,2,0,2,0,0,0,60.212346,24.955589
467,2,4.0,0,2,0,0,1,0,1,60.189497,24.950700
468,2,4.0,0,2,0,0,1,1,0,60.175112,24.959051
469,2,4.0,0,2,0,0,1,1,0,60.187931,24.920634
470,2,4.0,0,2,0,1,0,1,0,60.248115,24.891268
471,2,4.0,0,2,0,0,1,1,0,60.224921,24.967764
472,1,4.0,0,0,1,0,0,1,0,60.237168,24.927866
473,1,4.0,0,0,1,0,0,1,0,60.246518,25.083004
474,1,4.0,0,0,1,0,0,1,0,60.224312,24.937585
475,1,4.0,0,0,1,0,0,1,0,60.215994,24.898422
476,1,4.0,0,0,1,0,1,0,0,60.232185,25.113069
477,1,4.0,0,0,1,0,0,1,0,60.234466,25.016807
478,1,4.0,0,0,1,1,0,0,0,60.193644,24.979397
479,1,4.0,0,0,1,1,0,0,0,60.256069,25.030611
480,1,4.0,0,0,1,0,0,0,1,60.149891,24.913239
481,1,4.0,0,0,1,0,0,1,0,60.238932,24.999709
482,1,4.0,0,0,1,0,0,1,0,60.159160,24.907502
483,1,4.0,0,0,1,1,0,0,0,60.247243,25.084871
484,1,4.0,0,0,1,0,0,1,0,60.208304,25.146434
485,1,4.0,0,0,1,0,0,1,0,60.231917,24.853143
486,1,4.0,0,0,1,1,0,0,0,60.281676,25.018218
487,1,4.0,0,0,1,1,0,0,0,60.156346,24.957932
488,3,3.0,3,0,0,3,0,0,0,60.219244,24.881324
489,3,3.0,3,0,0,3,0,0,0,60.200654,24.944976
490,3,3.0,3,0,0,3,0,0,0,60.208913,25.093361
491,3,3.0,3,0,0,3,0,0,0,60.191339,24.901135
492,3,3.0,3,0,0,3,0,0,0,60.203132,25.142459
493,3,3.0,3,0,0,3,0,0,0,60.241360,24.938475
494,3,3.0,3,0,0,3,0,0,0,60.205659,25.046803
495,3,3.0,3,0,0,3,0,0,0,60.181506,24.960811
496,3,3.0,3,0,0,3,0,0,0,60.237437,25.043085
497,3,3.0,3,0,0,3,0,0,0,60.207043,24.882825
498,3,3.0,3,0,0,3,0,0,0,60.192192,24.951767
499,3,3.0,3,0,0,3,0,0,0,60.207129,24.939043
500,3,3.0,3,0,0,3,0,0,0,60.202981,24.969441
501,3,3.0,3,0,0,3,0,0,0,60.208833,24.914861
502,3,3.0,3,0,0,3,0,0,0,60.170485,24.943413
503,3,3.0,3,0,0,3,0,0,0,60.196983,24.950930
504,3,3.0,3,0,0,3,0,0,0,60.194356,24.947148
505,3,3.0,3,0,0,3,0,0,0,60.238585,24.896746
506,3,3.0,3,0,0,3,0,0,0,60.254580,24.953728
507,3,3.0,3,0,0,3,0,0,0,60.244127,25.054438
508,3,3.0,3,0,0,3,0,0,0,60.183188,24.952748
509,3,3.0,3,0,0,3,0,0,0,60.239530,24.918934
510,3,3.0,3,0,0,3,0,0,0,60.235095,24.874507
511,3,3.0,3,0,0,3,0,0,0,60.213464,24.883376
512,3,3.0,3,0,0,2,0,1,0,60.237683,24.853421
513,3,3.0,3,0,0,3,0,0,0,60.228262,25.070844
514,3,3.0,3,0,0,2,1,0,0,60.249614,24.865130
515,3,3.0,3,0,0,2,0,0,1,60.195629,24.929880
516,3,3.0,3,0,0,3,0,0,0,60.226582,24.998992
517,3,3.0,3,0,0,3,0,0,0,60.242781,24.974842
518,3,3.0,3,0,0,3,0,0,0,60.183213,24.924977
519,3,3.0,3,0,0,2,1,0,0,60.165145,24.952737
520,3,3.0,3,0,0,3,0,0,0,60.234679,24.894429
521,3,3.0,3,0,0,3,0,0,0,60.228379,25.007130
522,3,3.0,3,0,0,3,0,0,0,60.255144,25.081222
523,3,3.0,3,0,0,3,0,0,0,60.213891,24.881448
524,3,3.0,3,0,0,3,0,0,0,60.182541,24.956944
525,3,3.0,3,0,0,3,0,0,0,60.244438,24.964669
526,3,3.0,3,0,0,3,0,0,0,60.234721,24.869129
527,3,3.0,3,0,0,3,0,0,0,60.198056,24.948848
528,3,3.0,3,0,0,3,0,0,0,60.157619,24.940647
529,3,3.0,3,0,0,3,0,0,0,60.247630,25.010949
530,3,3.0,3,0,0,3,0,0,0,60.205591,24.877102
531,3,3.0,3,0,0,3,0,0,0,60.241523,24.978947
532,3,3.0,3,0,0,3,0,0,0,60.207057,25.051184
533,3,3.0,3,0,0,3,0,0,0,60.206825,25.142606
534,3,3.0,3,0,0,3,0,0,0,60.221296,25.078887
535,3,3.0,3,0,0,3,0,0,0,60.219104,25.106369
536,3,3.0,3,0,0,3,0,0,0,60.204649,24.926923
537,3,3.0,3,0,0,3,0,0,0,60.164432,24.915103
538,3,3.0,3,0,0,3,0,0,0,60.242100,24.843236
539,3,3.0,3,0,0,3,0,0,0,60.219917,24.862559
540,3,3.0,3,0,0,3,0,0,0,60.208614,25.055612
541,3,3.0,3,0,0,3,0,0,0,60.179052,24.923202
542,3,3.0,3,0,0,3,0,0,0,60.227050,24.904970
543,3,3.0,3,0,0,3,0,0,0,60.166877,24.898485
544,3,3.0,3,0,0,2,0,0,1,60.282872,25.027394
545,3,3.0,3,0,0,3,0,0,0,60.166360,24.938690
546,3,3.0,3,0,0,3,0,0,0,60.207516,25.148530
547,3,3.0,3,0,0,3,0,0,0,60.211412,25.085467
548,3,3.0,3,0,0,2,1,0,0,60.234192,24.966362
549,3,3.0,3,0,0,3,0,0,0,60.155379,24.920714
550,3,3.0,3,0,0,2,0,0,1,60.224645,24.897321
551,2,3.0,1,1,0,1,0,1,0,60.179521,24.955379
552,2,3.0,1,1,0,1,0,1,0,60.196407,24.943019
553,2,3.0,1,1,0,0,1,1,0,60.243353,25.032570
554,2,3.0,1,1,0,0,0,2,0,60.161519,24.927395
555,2,3.0,1,1,0,0,1,1,0,60.203011,24.966740
556,2,3.0,1,1,0,1,0,1,0,60.190793,24.958672
557,2,3.0,1,1,0,1,1,0,0,60.240213,24.873683
558,2,3.0,1,1,0,1,0,1,0,60.236137,25.082191
559,2,3.0,1,1,0,2,0,0,0,60.236365,24.903510
560,2,3.0,1,1,0,2,0,0,0,60.209121,24.975757
561,2,3.0,1,1,0,2,0,0,0,60.217223,24.973076
562,2,3.0,1,1,0,2,0,0,0,60.193252,24.907189
563,2,3.0,1,1,0,2,0,0,0,60.213203,24.958979
564,2,3.0,1,1,0,1,1,0,0,60.236193,25.085382
565,2,3.0,1,1,0,2,0,0,0,60.236355,24.904362
566,2,3.0,1,1,0,2,0,0,0,60.174815,25.041099
567,2,3.0,1,1,0,1,0,0,1,60.192296,25.021943
568,2,3.0,1,1,0,2,0,0,0,60.221360,24.990966
569,2,3.0,1,1,0,2,0,0,0,60.242213,24.977088
570,2,3.0,1,1,0,2,0,0,0,60.231285,24.903438
571,2,3.0,1,1,0,1,0,0,1,60.256783,24.958891
572,2,3.0,1,1,0,2,0,0,0,60.162981,24.933255
573,2,3.0,1,1,0,1,1,0,0,60.218919,24.900112
574,2,3.0,1,1,0,2,0,0,0,60.153963,24.876373
575,2,3.0,1,1,0,1,0,1,0,60.238596,25.076449
576,2,3.0,1,1,0,1,0,1,0,60.238562,24.847107
577,2,3.0,1,1,0,2,0,0,0,60.176898,24.957397
578,2,3.0,1,1,0,2,0,0,0,60.168681,24.921026
579,2,3.0,1,1,0,2,0,0,0,60.266654,25.078511
580,2,3.0,1,1,0,2,0,0,0,60.152603,24.917412
581,2,3.0,1,1,0,2,0,0,0,60.216179,24.967844
582,2,3.0,1,1,0,2,0,0,0,60.230849,24.882947
583,2,3.0,1,1,0,2,0,0,0,60.244729,24.953144
584,2,3.0,1,1,0,2,0,0,0,60.242017,24.987280
585,2,3.0,1,1,0,1,1,0,0,60.254919,24.949190
586,2,3.0,1,1,0,1,0,1,0,60.170924,24.940421
587,2,3.0,1,1,0,1,1,0,0,60.246584,24.870583
588,2,3.0,1,1,0,1,0,0,1,60.254641,24.981378
589,2,3.0,1,1,0,1,1,0,0,60.196899,24.958578
590,2,3.0,1,1,0,1,0,0,1,60.209158,25.080134
591,2,3.0,1,1,0,1,0,0,1,60.263080,24.885208
592,2,3.0,1,1,0,1,1,0,0,60.155350,24.934967
593,2,3.0,1,1,0,1,1,0,0,60.219070,24.873530
594,2,3.0,1,1,0,1,1,0,0,60.188954,25.008362
595,2,3.0,1,1,0,1,0,1,0,60.171087,24.956739
596,2,3.0,1,1,0,1,0,1,0,60.173130,24.949045
597,2,3.0,1,1,0,1,0,1,0,60.230261,25.009594
598,2,3.0,1,1,0,1,0,1,0,60.159265,24.932490
599,2,3.0,1,1,0,1,0,1,0,60.258488,24.994298
600,2,3.0,1,1,0,1,1,0,0,60.187162,24.980823
601,2,3.0,1,1,0,2,0,0,0,60.259745,24.961191
602,2,3.0,1,1,0,2,0,0,0,60.183904,24.931811
603,2,3.0,1,1,0,1,0,1,0,60.216672,24.907342
604,2,3.0,1,1,0,2,0,0,0,60.229229,25.133824
605,2,3.0,1,1,0,2,0,0,0,60.164586,24.877146
606,2,3.0,1,1,0,2,0,0,0,60.262960,24.966970
607,2,3.0,1,1,0,2,0,0,0,60.195844,24.888213
608,2,3.0,1,1,0,2,0,0,0,60.247429,25.060575
609,2,3.0,1,1,0,2,0,0,0,60.195089,24.945197
610,2,3.0,1,1,0,2,0,0,0,60.261185,24.964204
611,2,3.0,1,1,0,1,0,0,1,60.277636,25.035038
612,2,3.0,1,1,0,1,1,0,0,60.227189,25.007032
613,2,3.0,1,1,0,1,0,1,0,60.159351,24.961232
614,2,3.0,1,1,0,2,0,0,0,60.242177,24.939333
615,2,3.0,1,1,0,2,0,0,0,60.217516,25.102861
616,2,3.0,1,1,0,2,0,0,0,60.261581,25.079149
617,2,3.0,1,1,0,2,0,0,0,60.214627,25.092927
618,2,3.0,1,1,0,1,1,0,0,60.212202,24.900893
619,2,3.0,1,1,0,1,1,0,0,60.219725,24.912312
620,2,3.0,1,1,0,2,0,0,0,60.204785,25.145696
621,2,3.0,1,1,0,1,1,0,0,60.208734,25.084459
622,2,3.0,1,1,0,1,0,1,0,60.246464,24.976437
623,2,3.0,1,1,0,1,0,0,1,60.189166,25.012505
624,2,3.0,1,1,0,2,0,0,0,60.165162,24.941060
625,2,3.0,1,1,0,1,0,0,1,60.243034,24.888786
626,2,3.0,1,1,0,2,0,0,0,60.201503,25.043706
627,2,3.0,1,1,0,1,0,0,1,60.188900,24.956314
628,2,3.0,1,1,0,2,0,0,0,60.202879,24.926324
629,2,3.0,1,1,0,1,0,0,1,60.164479,24.916152
630,2,3.0,1,1,0,0,1,0,1,60.227834,25.067322
631,2,3.0,1,1,0,1,1,0,0,60.186999,24.952883
632,2,3.0,1,1,0,1,1,0,0,60.161366,24.941361
633,2,3.0,1,1,0,1,1,0,0,60.196669,24.897288
634,2,3.0,1,1,0,1,1,0,0,60.267272,24.993439
635,2,3.0,1,1,0,0,2,0,0,60.181026,24.952872
636,2,3.0,1,1,0,1,1,0,0,60.161285,24.892156
637,2,3.0,1,1,0,1,1,0,0,60.279385,25.014951
638,2,3.0,1,1,0,0,1,0,1,60.232805,24.846415
639,2,3.0,1,1,0,0,2,0,0,60.230722,24.966862
640,2,3.0,1,1,0,0,0,1,1,60.206873,25.112385
641,2,3.0,1,1,0,0,1,1,0,60.252577,25.005287
642,2,3.0,1,1,0,1,0,1,0,60.191840,24.961480
643,2,3.0,1,1,0,1,0,1,0,60.210261,24.950419
644,2,3.0,1,1,0,2,0,0,0,60.230291,24.844856
645,2,3.0,1,1,0,2,0,0,0,60.206810,25.136505
646,2,3.0,1,1,0,2,0,0,0,60.205139,24.895765
647,2,3.0,1,1,0,2,0,0,0,60.241653,25.019112
648,2,3.0,1,1,0,2,0,0,0,60.268380,25.080686
649,2,3.0,1,1,0,2,0,0,0,60.191402,24.899672
650,2,3.0,1,1,0,2,0,0,0,60.230576,25.078195
651,2,3.0,1,1,0,2,0,0,0,60.231866,25.114703
652,2,3.0,1,1,0,2,0,0,0,60.237280,24.855033
653,2,3.0,1,1,0,2,0,0,0,60.223721,24.863195
654,2,3.0,1,1,0,1,0,1,0,60.195724,24.882939
655,2,3.0,1,1,0,2,0,0,0,60.231046,25.087183
656,2,3.0,1,1,0,1,1,0,0,60.258589,25.083630
657,2,3.0,1,1,0,1,1,0,0,60.277901,25.005868
658,2,3.0,1,1,0,2,0,0,0,60.158248,24.886240
659,2,3.0,1,1,0,2,0,0,0,60.194924,24.958837
660,2,3.0,1,1,0,2,0,0,0,60.176634,24.930645
661,2,3.0,1,1,0,2,0,0,0,60.252953,25.079532
662,2,3.0,1,1,0,1,1,0,0,60.188286,24.959024
663,2,3.0,1,1,0,2,0,0,0,60.165767,24.951259
664,2,3.0,1,1,0,1,1,0,0,60.279343,25.028605
665,2,3.0,1,1,0,2,0,0,0,60.164494,24.878954
666,2,3.0,1,1,0,1,0,0,1,60.280501,25.011118
667,2,3.0,1,1,0,2,0,0,0,60.238846,25.137397
668,2,3.0,1,1,0,1,0,1,0,60.173227,24.928474
669,2,3.0,1,1,0,2,0,0,0,60.255896,25.020646
670,2,3.0,1,1,0,2,0,0,0,60.239720,25.046917
671,2,3.0,1,1,0,2,0,0,0,60.153873,24.879455
672,2,3.0,1,1,0,1,1,0,0,60.185419,24.946803
673,2,3.0,1,1,0,1,0,0,1,60.154399,24.940708
674,2,3.0,1,1,0,1,1,0,0,60.250839,24.854892
675,2,3.0,1,1,0,1,1,0,0,60.204691,24.965567
676,2,3.0,1,1,0,1,0,1,0,60.167036,24.929805
677,2,3.0,1,1,0,1,0,1,0,60.219424,24.949113
678,2,3.0,1,1,0,2,0,0,0,60.232399,25.011541
679,2,3.0,1,1,0,2,0,0,0,60.214932,25.044724
680,2,3.0,1,1,0,2,0,0,0,60.206256,24.932868
681,2,3.0,1,1,0,1,0,1,0,60.179637,24.916122
682,2,3.0,1,1,0,2,0,0,0,60.241530,24.931262
683,2,3.0,1,1,0,2,0,0,0,60.269709,25.072907
684,2,3.0,1,1,0,1,0,0,1,60.168525,24.941183
685,2,3.0,1,1,0,1,0,0,1,60.176720,24.917827
686,2,3.0,1,1,0,1,1,0,0,60.204220,24.870770
687,2,3.0,1,1,0,1,1,0,0,60.221627,25.057884
688,2,3.0,1,1,0,2,0,0,0,60.239014,25.039431
689,2,3.0,1,1,0,0,2,0,0,60.192892,24.882782
690,2,2.0,2,0,0,1,0,1,0,60.194820,25.029817
691,2,2.0,2,0,0,1,0,1,0,60.169533,24.951465
692,2,2.0,2,0,0,2,0,0,0,60.265420,25.205322
693,2,2.0,2,0,0,2,0,0,0,60.229378,24.905492
694,2,2.0,2,0,0,2,0,0,0,60.229955,24.946252
695,2,2.0,2,0,0,2,0,0,0,60.192310,24.936457
696,2,2.0,2,0,0,2,0,0,0,60.250892,24.981423
697,2,2.0,2,0,0,2,0,0,0,60.266386,25.209378
698,2,2.0,2,0,0,2,0,0,0,60.208112,24.904984
699,2,2.0,2,0,0,2,0,0,0,60.179814,24.958468
700,2,2.0,2,0,0,2,0,0,0,60.244321,24.966964
701,2,2.0,2,0,0,2,0,0,0,60.243425,25.015235
702,2,2.0,2,0,0,2,0,0,0,60.205611,24.878366
703,2,2.0,2,0,0,2,0,0,0,60.214075,25.080771
704,2,2.0,2,0,0,1,1,0,0,60.231057,24.937018
705,2,2.0,2,0,0,2,0,0,0,60.199584,24.945653
706,2,2.0,2,0,0,2,0,0,0,60.241563,24.893836
707,2,2.0,2,0,0,2,0,0,0,60.209300,24.963324
708,2,2.0,2,0,0,2,0,0,0,60.211194,24.900475
709,2,2.0,2,0,0,2,0,0,0,60.160456,24.938713
710,2,2.0,2,0,0,2,0,0,0,60.224957,25.081086
711,2,2.0,2,0,0,2,0,0,0,60.171280,24.960326
712,2,2.0,2,0,0,1,1,0,0,60.191368,25.034589
713,2,2.0,2,0,0,2,0,0,0,60.211471,25.093732
714,2,2.0,2,0,0,2,0,0,0,60.221090,24.910553
715,2,2.0,2,0,0,2,0,0,0,60.169501,24.937570
716,2,2.0,2,0,0,2,0,0,0,60.228713,25.076371
717,2,2.0,2,0,0,2,0,0,0,60.166674,24.897213
718,2,2.0,2,0,0,2,0,0,0,60.183319,24.917691
719,2,2.0,2,0,0,2,0,0,0,60.229841,25.056908
720,2,2.0,2,0,0,2,0,0,0,60.201014,25.117269
721,2,2.0,2,0,0,2,0,0,0,60.229856,24.839074
722,2,2.0,2,0,0,2,0,0,0,60.241958,24.934503
723,2,2.0,2,0,0,2,0,0,0,60.229209,25.125033
724,2,2.0,2,0,0,2,0,0,0,60.222124,25.111745
725,2,2.0,2,0,0,2,0,0,0,60.283381,25.023288
726,2,2.0,2,0,0,2,0,0,0,60.217029,24.889361
727,2,2.0,2,0,0,2,0,0,0,60.238849,25.086830
728,2,2.0,2,0,0,2,0,0,0,60.255454,24.982819
729,2,2.0,2,0,0,2,0,0,0,60.243443,24.944789
730,2,2.0,2,0,0,2,0,0,0,60.239941,24.920670
731,2,2.0,2,0,0,2,0,0,0,60.270265,25.219345
732,2,2.0,2,0,0,2,0,0,0,60.188467,24.945464
733,2,2.0,2,0,0,1,1,0,0,60.196132,24.936234
734,2,2.0,2,0,0,2,0,0,0,60.227751,25.122695
735,2,2.0,2,0,0,1,0,1,0,60.192241,25.039738
736,2,2.0,2,0,0,2,0,0,0,60.253686,25.083095
737,2,2.0,2,0,0,2,0,0,0,60.235236,25.010488
738,2,2.0,2,0,0,2,0,0,0,60.220482,24.923489
739,2,2.0,2,0,0,2,0,0,0,60.208704,24.929403
740,2,2.0,2,0,0,2,0,0,0,60.201138,24.925496
741,2,2.0,2,0,0,1,0,0,1,60.207014,25.075471
742,2,2.0,2,0,0,2,0,0,0,60.241611,25.027169
743,2,2.0,2,0,0,2,0,0,0,60.184973,24.959239
744,2,2.0,2,0,0,2,0,0,0,60.167946,24.967372
745,2,2.0,2,0,0,2,0,0,0,60.254925,24.951144
746,2,2.0,2,0,0,1,0,0,1,60.161904,24.922644
747,2,2.0,2,0,0,1,0,0,1,60.213133,24.884678
748,2,2.0,2,0,0,1,1,0,0,60.189183,24.975245
749,2,2.0,2,0,0,0,2,0,0,60.243143,24.959146
750,2,2.0,2,0,0,1,1,0,0,60.256792,24.998198
751,2,2.0,2,0,0,0,1,0,1,60.267259,24.990948
752,2,2.0,2,0,0,2,0,0,0,60.228592,25.008834
753,2,2.0,2,0,0,1,1,0,0,60.238506,25.078330
754,2,2.0,2,0,0,2,0,0,0,60.165120,24.908453
755,2,2.0,2,0,0,2,0,0,0,60.244644,24.955115
756,2,2.0,2,0,0,2,0,0,0,60.192521,25.041744
757,2,2.0,2,0,0,2,0,0,0,60.195625,24.930048
758,2,2.0,2,0,0,2,0,0,0,60.208559,24.917224
759,2,2.0,2,0,0,2,0,0,0,60.165070,24.949759
760,2,2.0,2,0,0,2,0,0,0,60.165276,24.885124
761,2,2.0,2,0,0,2,0,0,0,60.227290,25.125523
762,2,2.0,2,0,0,2,0,0,0,60.241608,25.017271
763,2,2.0,2,0,0,2,0,0,0,60.230950,24.866760
764,2,2.0,2,0,0,2,0,0,0,60.234424,25.009065
765,2,2.0,2,0,0,2,0,0,0,60.241362,25.108211
766,2,2.0,2,0,0,1,1,0,0,60.241831,24.843039
767,2,2.0,2,0,0,1,1,0,0,60.195064,24.974961
768,2,2.0,2,0,0,2,0,0,0,60.181145,24.850844
769,2,2.0,2,0,0,2,0,0,0,60.261657,24.891836
770,2,2.0,2,0,0,2,0,0,0,60.244885,24.950431
771,2,2.0,2,0,0,2,0,0,0,60.155041,24.945218
772,2,2.0,2,0,0,2,0,0,0,60.154256,24.942751
773,2,2.0,2,0,0,2,0,0,0,60.234747,24.871042
774,2,2.0,2,0,0,2,0,0,0,60.212261,24.969831
775,2,2.0,2,0,0,2,0,0,0,60.235239,25.092363
776,2,2.0,2,0,0,2,0,0,0,60.274578,25.019336
777,2,2.0,2,0,0,2,0,0,0,60.164976,24.882320
778,2,2.0,2,0,0,2,0,0,0,60.208470,24.966165
779,2,2.0,2,0,0,2,0,0,0,60.176928,24.929521
780,2,2.0,2,0,0,2,0,0,0,60.248904,24.958104
781,2,2.0,2,0,0,2,0,0,0,60.202245,24.944940
782,2,2.0,2,0,0,2,0,0,0,60.165700,24.931273
783,2,2.0,2,0,0,2,0,0,0,60.232569,24.958661
784,2,2.0,2,0,0,2,0,0,0,60.251606,24.982139
785,2,2.0,2,0,0,2,0,0,0,60.234603,24.873185
786,2,2.0,2,0,0,2,0,0,0,60.224035,25.173806
787,2,2.0,2,0,0,2,0,0,0,60.195448,24.936073
788,2,2.0,2,0,0,2,0,0,0,60.230857,25.127423
789,2,2.0,2,0,0,1,1,0,0,60.192834,24.932865
790,2,2.0,2,0,0,1,1,0,0,60.201079,24.882394
791,2,2.0,2,0,0,1,0,1,0,60.155399,24.915026
792,2,2.0,2,0,0,1,0,1,0,60.209340,25.077297
793,2,2.0,2,0,0,1,0,1,0,60.173032,24.938862
794,2,2.0,2,0,0,2,0,0,0,60.196106,24.941090
795,2,2.0,2,0,0,2,0,0,0,60.264818,24.976897
796,2,2.0,2,0,0,2,0,0,0,60.243797,24.970312
797,2,2.0,2,0,0,2,0,0,0,60.183024,24.947290
798,2,2.0,2,0,0,2,0,0,0,60.173225,24.958340
799,2,2.0,2,0,0,2,0,0,0,60.190619,25.039963
800,2,2.0,2,0,0,2,0,0,0,60.173907,24.933443
801,2,2.0,2,0,0,2,0,0,0,60.253217,25.184579
802,2,2.0,2,0,0,2,0,0,0,60.195377,24.960819
803,2,2.0,2,0,0,2,0,0,0,60.180971,24.954293
804,2,2.0,2,0,0,2,0,0,0,60.217072,24.870278
805,2,2.0,2,0,0,2,0,0,0,60.188497,25.011077
806,2,2.0,2,0,0,2,0,0,0,60.221422,24.944651
807,2,2.0,2,0,0,2,0,0,0,60.225906,25.167682
808,2,2.0,2,0,0,2,0,0,0,60.175126,24.929124
809,2,2.0,2,0,0,2,0,0,0,60.226697,25.102522
810,2,2.0,2,0,0,2,0,0,0,60.233791,24.860896
811,2,2.0,2,0,0,2,0,0,0,60.251324,25.011164
812,2,2.0,2,0,0,2,0,0,0,60.202692,25.045468
813,2,2.0,2,0,0,1,1,0,0,60.176906,24.921430
814,2,2.0,2,0,0,2,0,0,0,60.193703,24.893656
815,2,2.0,2,0,0,2,0,0,0,60.261641,25.006805
816,2,2.0,2,0,0,2,0,0,0,60.167899,24.965190
817,2,2.0,2,0,0,2,0,0,0,60.205265,25.044905
818,2,2.0,2,0,0,1,1,0,0,60.271423,25.045381
819,2,2.0,2,0,0,2,0,0,0,60.236739,24.878040
820,2,2.0,2,0,0,2,0,0,0,60.202472,24.864982
821,2,2.0,2,0,0,2,0,0,0,60.237112,25.102679
822,2,2.0,2,0,0,2,0,0,0,60.186020,24.940724
823,2,2.0,2,0,0,1,1,0,0,60.208939,25.072567
824,2,2.0,2,0,0,2,0,0,0,60.161441,24.878432
825,2,2.0,2,0,0,2,0,0,0,60.219949,24.979183
826,2,2.0,2,0,0,2,0,0,0,60.227134,25.121063
827,2,2.0,2,0,0,1,1,0,0,60.194478,24.893055
828,2,2.0,2,0,0,2,0,0,0,60.223825,24.933401
829,2,2.0,2,0,0,2,0,0,0,60.251807,25.082510
830,2,2.0,2,0,0,2,0,0,0,60.241331,25.029015
831,2,2.0,2,0,0,2,0,0,0,60.223799,25.114795
832,2,2.0,2,0,0,2,0,0,0,60.234592,24.883351
833,2,2.0,2,0,0,2,0,0,0,60.218775,24.977340
834,2,2.0,2,0,0,2,0,0,0,60.240928,24.840708
835,2,2.0,2,0,0,1,0,1,0,60.165022,24.858369
836,2,2.0,2,0,0,2,0,0,0,60.161405,24.925427
837,2,2.0,2,0,0,2,0,0,0,60.230805,24.848659
838,2,2.0,2,0,0,2,0,0,0,60.240715,24.924331
839,2,2.0,2,0,0,2,0,0,0,60.250477,25.062928
840,1,2.0,0,1,0,0,0,1,0,60.253659,25.012228
841,1,2.0,0,1,0,0,0,1,0,60.245613,24.898019
842,1,2.0,0,1,0,0,0,1,0,60.210016,25.075611
843,1,2.0,0,1,0,0,0,1,0,60.161532,24.915707
844,1,2.0,0,1,0,0,0,1,0,60.165752,24.889581
845,1,2.0,0,1,0,0,0,1,0,60.158638,24.950174
846,1,2.0,0,1,0,0,0,1,0,60.263880,25.009736
847,1,2.0,0,1,0,0,0,1,0,60.238301,24.885415
848,1,2.0,0,1,0,0,0,1,0,60.203921,24.873761
849,1,2.0,0,1,0,0,0,1,0,60.170708,24.950743
850,1,2.0,0,1,0,1,0,0,0,60.207795,25.062976
851,1,2.0,0,1,0,1,0,0,0,60.259805,25.209223
852,1,2.0,0,1,0,1,0,0,0,60.185366,24.921872
853,1,2.0,0,1,0,1,0,0,0,60.229728,24.837975
854,1,2.0,0,1,0,1,0,0,0,60.226354,24.977586
855,1,2.0,0,1,0,1,0,0,0,60.206975,24.914838
856,1,2.0,0,1,0,1,0,0,0,60.209709,25.053539
857,1,2.0,0,1,0,1,0,0,0,60.167840,24.949447
858,1,2.0,0,1,0,1,0,0,0,60.207544,24.940385
859,1,2.0,0,1,0,1,0,0,0,60.241230,24.871131
860,1,2.0,0,1,0,1,0,0,0,60.250317,24.833865
861,1,2.0,0,1,0,1,0,0,0,60.169115,24.922797
862,1,2.0,0,1,0,1,0,0,0,60.261881,25.165753
863,1,2.0,0,1,0,1,0,0,0,60.179114,24.977287
864,1,2.0,0,1,0,1,0,0,0,60.162921,24.860609
865,1,2.0,0,1,0,1,0,0,0,60.224190,24.859262
866,1,2.0,0,1,0,1,0,0,0,60.190680,24.914563
867,1,2.0,0,1,0,1,0,0,0,60.205749,25.135405
868,1,2.0,0,1,0,1,0,0,0,60.192803,24.896214
869,1,2.0,0,1,0,1,0,0,0,60.228320,24.876466
