rank,count,weighted_score,sev_1,sev_2,sev_3,type_MA,type_PP,type_JK,type_MP,lat,lon
79,6,10.0,4,1,1,3,3,0,0,60.192993,25.036579
80,6,10.0,2,4,0,3,0,3,0,60.221539,24.943401
81,5,10.0,0,5,0,2,1,1,1,60.215293,24.875610
82,8,9.0,7,1,0,8,0,0,0,60.242524,25.051015
83,8,9.0,7,1,0,8,0,0,0,60.202818,24.899265
84,8,9.0,7,1,0,6,1,0,1,60.170752,24.931236
85,7,9.0,5,2,0,5,0,2,0,60.168572,24.934911
86,7,9.0,5,2,0,7,0,0,0,60.232677,25.132571
87,7,9.0,5,2,0,7,0,0,0,60.216442,25.084373
88,7,9.0,5,2,0,6,1,0,0,60.231094,25.055429
89,7,9.0,5,2,0,6,0,0,1,60.234868,24.860856
90,7,9.0,5,2,0,5,0,2,0,60.164771,24.926907
91,7,9.0,5,2,0,7,0,0,0,60.181632,24.927442
92,7,9.0,5,2,0,5,2,0,0,60.190563,24.957048
93,6,9.0,3,3,0,2,2,2,0,60.191262,24.964760
94,6,9.0,3,3,0,6,0,0,0,60.228569,25.067335
95,6,9.0,3,3,0,4,1,1,0,60.191360,24.953322
96,6,9.0,3,3,0,6,0,0,0,60.163561,24.921221
97,6,9.0,3,3,0,3,3,0,0,60.190857,24.948782
98,5,9.0,3,1,1,4,0,0,1,60.236514,24.857325
99,7,8.0,6,1,0,7,0,0,0,60.240654,24.894717
100,7,8.0,6,1,0,7,0,0,0,60.241143,25.030993
101,7,8.0,6,1,0,6,1,0,0,60.170800,24.920780
102,6,8.0,4,2,0,5,0,1,0,60.187001,24.914790
103,6,8.0,4,2,0,5,0,1,0,60.165314,24.935007
104,6,8.0,4,2,0,6,0,0,0,60.192746,24.952887
105,6,8.0,4,2,0,6,0,0,0,60.241042,24.947246
106,6,8.0,4,2,0,6,0,0,0,60.208339,25.069233
107,6,8.0,4,2,0,3,0,3,0,60.169467,24.938823
108,6,8.0,4,2,0,6,0,0,0,60.261022,25.072377
109,6,8.0,4,2,0,6,0,0,0,60.231314,25.051238
110,5,8.0,2,3,0,1,0,4,0,60.165024,24.947225
111,5,8.0,2,3,0,5,0,0,0,60.208772,24.968379
112,5,8.0,2,3,0,3,1,1,0,60.192795,25.035192
113,5,8.0,2,3,0,4,0,1,0,60.258593,25.070674
114,5,8.0,2,3,0,5,0,0,0,60.185168,24.934158
115,5,8.0,2,3,0,2,2,0,1,60.162705,24.859444
116,5,8.0,2,3,0,4,0,1,0,60.177027,24.950227
117,5,8.0,2,3,0,1,2,2,0,60.169428,24.928904
118,5,8.0,2,3,0,4,1,0,0,60.202714,24.925182
119,4,8.0,0,4,0,0,2,2,0,60.238598,24.928496
120,4,8.0,0,4,0,4,0,0,0,60.238305,24.854251
121,4,8.0,0,4,0,0,4,0,0,60.198741,24.962113
122,4,8.0,0,4,0,1,3,0,0,60.176864,24.922482
123,4,8.0,2,1,1,2,2,0,0,60.193064,24.894910
124,7,7.0,7,0,0,7,0,0,0,60.198640,24.961808
125,7,7.0,7,0,0,7,0,0,0,60.235586,25.083077
126,6,7.0,5,1,0,5,0,1,0,60.241783,24.932891
127,6,7.0,5,1,0,5,0,1,0,60.241141,25.020550
128,6,7.0,5,1,0,6,0,0,0,60.244922,24.948822
129,6,7.0,5,1,0,5,0,0,1,60.174830,24.961655
130,6,7.0,5,1,0,5,0,0,1,60.237081,24.907286
131,6,7.0,5,1,0,6,0,0,0,60.249210,25.009100
132,6,7.0,5,1,0,6,0,0,0,60.166939,24.947279
133,6,7.0,5,1,0,6,0,0,0,60.244515,24.959059
134,6,7.0,5,1,0,5,0,1,0,60.169379,24.958693
135,5,7.0,3,2,0,4,0,1,0,60.193190,24.905106
136,5,7.0,3,2,0,3,0,2,0,60.186587,24.917331
137,5,7.0,3,2,0,3,0,1,1,60.205216,24.966633
138,5,7.0,3,2,0,3,2,0,0,60.173193,24.919133
139,5,7.0,3,2,0,4,0,1,0,60.234565,24.885430
140,5,7.0,3,2,0,4,1,0,0,60.232846,25.012459
141,5,7.0,3,2,0,5,0,0,0,60.233384,25.048818
142,5,7.0,3,2,0,4,0,1,0,60.198829,24.934552
143,5,7.0,3,2,0,4,1,0,0,60.197171,24.928500
144,5,7.0,3,2,0,5,0,0,0,60.211438,25.088933
145,5,7.0,3,2,0,4,0,1,0,60.182783,24.922638
146,5,7.0,3,2,0,5,0,0,0,60.167760,24.951297
147,5,7.0,3,2,0,5,0,0,0,60.164597,24.907774
148,5,7.0,3,2,0,5,0,0,0,60.207073,24.927061
149,5,7.0,3,2,0,3,2,0,0,60.235079,25.044985
150,5,7.0,3,2,0,5,0,0,0,60.234832,24.888915
151,5,7.0,3,2,0,4,0,0,1,60.214520,24.883758
152,5,7.0,3,2,0,3,2,0,0,60.207339,25.056176
153,5,7.0,3,2,0,5,0,0,0,60.196694,24.935532
154,5,7.0,3,2,0,3,2,0,0,60.228469,25.012453
155,5,7.0,3,2,0,5,0,0,0,60.242764,24.947396
156,5,7.0,3,2,0,5,0,0,0,60.185587,24.940400
157,4,7.0,1,3,0,2,2,0,0,60.187292,24.975306
158,4,7.0,1,3,0,2,0,2,0,60.264420,24.983598
159,4,7.0,1,3,0,4,0,0,0,60.208382,25.096488
160,4,7.0,1,3,0,2,0,1,1,60.226552,25.009393
161,4,7.0,1,3,0,2,2,0,0,60.214318,25.090733
162,4,7.0,3,0,1,3,0,1,0,60.178816,24.950335
163,4,7.0,1,3,0,1,1,1,1,60.184883,24.966694
164,4,7.0,1,3,0,4,0,0,0,60.242429,25.020648
165,4,7.0,1,3,0,2,0,2,0,60.239413,24.851390
166,4,7.0,3,0,1,3,0,0,1,60.202981,24.879290
167,4,7.0,1,3,0,1,1,1,1,60.229084,24.963475
168,4,7.0,1,3,0,2,1,1,0,60.191310,24.924508
169,4,7.0,1,3,0,2,1,1,0,60.205191,24.880544
170,4,7.0,1,3,0,3,0,0,1,60.214298,24.884854
171,3,7.0,1,1,1,2,0,1,0,60.197146,24.949064
172,6,6.0,6,0,0,6,0,0,0,60.241478,24.983367
173,6,6.0,6,0,0,5,0,0,1,60.221209,25.081696
174,6,6.0,6,0,0,6,0,0,0,60.166456,24.934860
175,6,6.0,6,0,0,6,0,0,0,60.196465,24.947587
176,6,6.0,6,0,0,6,0,0,0,60.188755,24.970973
177,6,6.0,6,0,0,6,0,0,0,60.206799,25.135227
178,6,6.0,6,0,0,6,0,0,0,60.233717,24.858751
179,6,6.0,6,0,0,3,1,2,0,60.168360,24.931204
180,5,6.0,4,1,0,4,0,1,0,60.252369,25.007064
181,5,6.0,4,1,0,4,0,1,0,60.194862,25.035403
182,5,6.0,4,1,0,5,0,0,0,60.281558,25.041050
183,5,6.0,4,1,0,4,1,0,0,60.208256,25.066913
184,5,6.0,4,1,0,5,0,0,0,60.246985,24.888977
185,5,6.0,4,1,0,4,0,1,0,60.165458,24.943124
186,5,6.0,4,1,0,5,0,0,0,60.243311,24.846611
187,5,6.0,4,1,0,5,0,0,0,60.244617,24.957098
188,5,6.0,4,1,0,5,0,0,0,60.283740,25.021003
189,5,6.0,4,1,0,4,1,0,0,60.236537,24.898901
190,5,6.0,4,1,0,5,0,0,0,60.237466,25.039675
191,5,6.0,4,1,0,5,0,0,0,60.170480,24.929128
192,5,6.0,4,1,0,4,1,0,0,60.244550,24.961275
193,5,6.0,4,1,0,5,0,0,0,60.196793,24.961533
194,5,6.0,4,1,0,4,0,1,0,60.189561,24.916752
195,5,6.0,4,1,0,5,0,0,0,60.198672,24.901133
196,5,6.0,4,1,0,5,0,0,0,60.235248,24.897342
197,5,6.0,4,1,0,5,0,0,0,60.283236,25.028994
198,5,6.0,4,1,0,4,0,1,0,60.230395,24.846405
199,5,6.0,4,1,0,4,0,1,0,60.231029,25.128360
200,5,6.0,4,1,0,3,0,1,1,60.242330,25.018954
201,5,6.0,4,1,0,5,0,0,0,60.206882,24.945605
202,5,6.0,4,1,0,4,1,0,0,60.191239,24.906930
203,5,6.0,4,1,0,5,0,0,0,60.208309,24.899398
204,5,6.0,4,1,0,3,1,1,0,60.178263,25.050595
205,4,6.0,2,2,0,2,1,1,0,60.187508,24.918709
206,4,6.0,2,2,0,3,0,1,0,60.231060,25.022442
207,4,6.0,2,2,0,2,1,1,0,60.188919,24.952888
208,4,6.0,2,2,0,3,0,1,0,60.164953,24.932863
209,4,6.0,2,2,0,4,0,0,0,60.256973,25.069071
210,4,6.0,2,2,0,1,2,1,0,60.246923,24.885358
211,4,6.0,2,2,0,4,0,0,0,60.228407,25.074990
212,4,6.0,2,2,0,3,1,0,0,60.259621,24.988724
213,4,6.0,2,2,0,4,0,0,0,60.189460,25.015036
214,4,6.0,2,2,0,3,0,0,1,60.235648,24.900864
215,4,6.0,2,2,0,4,0,0,0,60.215076,24.965415
216,4,6.0,2,2,0,3,1,0,0,60.186937,24.948351
217,4,6.0,2,2,0,3,0,0,1,60.243636,24.845302
218,4,6.0,2,2,0,2,1,1,0,60.229162,25.010886
219,4,6.0,2,2,0,2,1,0,1,60.160472,24.930444
220,4,6.0,2,2,0,1,1,0,2,60.207389,25.054121
221,4,6.0,2,2,0,2,2,0,0,60.184990,24.933135
222,4,6.0,2,2,0,3,1,0,0,60.233202,25.080683
223,4,6.0,2,2,0,2,0,2,0,60.167415,24.932837
224,4,6.0,2,2,0,2,0,1,1,60.158472,24.914810
225,4,6.0,2,2,0,4,0,0,0,60.234586,24.866722
226,4,6.0,2,2,0,4,0,0,0,60.237560,24.897627
227,4,6.0,2,2,0,3,1,0,0,60.187207,24.979239
228,4,6.0,2,2,0,2,1,0,1,60.173618,24.950493
229,4,6.0,2,2,0,2,1,0,1,60.160964,24.875160
230,4,6.0,2,2,0,3,0,1,0,60.196752,25.034987
231,4,6.0,2,2,0,1,1,2,0,60.162612,24.942783
232,4,6.0,2,2,0,4,0,0,0,60.174476,24.932821
233,4,6.0,2,2,0,4,0,0,0,60.241431,25.001032
234,4,6.0,2,2,0,3,0,1,0,60.189228,24.946987
235,4,6.0,2,2,0,2,0,2,0,60.187284,24.955266
236,4,6.0,2,2,0,4,0,0,0,60.241810,24.985185
237,3,6.0,0,3,0,3,0,0,0,60.207679,24.968191
238,3,6.0,0,3,0,2,1,0,0,60.209822,25.089211
239,3,6.0,0,3,0,1,2,0,0,60.182064,24.961204
240,3,6.0,0,3,0,2,0,0,1,60.160240,24.921265
241,3,6.0,0,3,0,1,1,1,0,60.201019,24.934634
242,3,6.0,0,3,0,0,1,0,2,60.156922,24.885085
243,3,6.0,0,3,0,0,2,1,0,60.191284,24.905318
244,3,6.0,0,3,0,1,1,0,1,60.180654,24.959549
245,3,6.0,0,3,0,1,1,0,1,60.175621,24.918447
246,3,6.0,0,3,0,2,0,0,1,60.222415,25.149401
247,3,6.0,0,3,0,0,3,0,0,60.220749,24.935493
248,3,6.0,0,3,0,2,1,0,0,60.230821,24.920846
249,5,5.0,5,0,0,5,0,0,0,60.224935,25.078986
250,5,5.0,5,0,0,5,0,0,0,60.172796,24.934498
251,5,5.0,5,0,0,5,0,0,0,60.210565,25.058742
252,5,5.0,5,0,0,5,0,0,0,60.226733,25.077200
253,5,5.0,5,0,0,5,0,0,0,60.240943,25.047345
254,4,5.0,3,1,0,3,0,1,0,60.246370,25.002406
255,4,5.0,3,1,0,3,0,1,0,60.186509,24.983380
256,4,5.0,3,1,0,4,0,0,0,60.208866,24.913043
257,4,5.0,3,1,0,4,0,0,0,60.234549,24.891045
258,4,5.0,3,1,0,4,0,0,0,60.230701,25.052295
259,4,5.0,3,1,0,4,0,0,0,60.239568,24.895646
260,4,5.0,3,1,0,4,0,0,0,60.282224,25.032235
261,4,5.0,3,1,0,4,0,0,0,60.228385,25.069237
262,4,5.0,3,1,0,1,0,2,1,60.167458,24.930808
263,4,5.0,3,1,0,4,0,0,0,60.206878,24.879668
264,4,5.0,3,1,0,3,0,0,1,60.234660,24.865037
265,4,5.0,3,1,0,4,0,0,0,60.178668,24.928975
266,4,5.0,3,1,0,3,0,1,0,60.209314,24.889508
267,4,5.0,3,1,0,4,0,0,0,60.253331,24.948937
268,4,5.0,3,1,0,4,0,0,0,60.252581,25.073472
269,4,5.0,3,1,0,4,0,0,0,60.233292,24.862604
270,4,5.0,3,1,0,4,0,0,0,60.238978,24.852835
271,4,5.0,3,1,0,4,0,0,0,60.240728,25.033101
272,4,5.0,3,1,0,3,1,0,0,60.167863,24.952599
273,4,5.0,3,1,0,3,0,1,0,60.187621,24.962785
274,4,5.0,3,1,0,4,0,0,0,60.241315,25.002682
275,4,5.0,3,1,0,2,2,0,0,60.181128,24.951268
276,4,5.0,3,1,0,3,1,0,0,60.239035,24.875223
277,4,5.0,3,1,0,2,1,1,0,60.250855,25.009087
278,4,5.0,3,1,0,4,0,0,0,60.208991,24.947324
279,4,5.0,3,1,0,4,0,0,0,60.234407,24.862448
280,4,5.0,3,1,0,4,0,0,0,60.221215,24.933277
281,4,5.0,3,1,0,4,0,0,0,60.240994,24.980890
282,4,5.0,3,1,0,4,0,0,0,60.170220,24.959401
283,4,5.0,3,1,0,4,0,0,0,60.187547,24.944711
284,4,5.0,3,1,0,4,0,0,0,60.162432,24.866788
285,4,5.0,3,1,0,4,0,0,0,60.193116,24.964618
286,4,5.0,3,1,0,4,0,0,0,60.240115,24.921119
287,4,5.0,3,1,0,4,0,0,0,60.281247,25.028506
288,4,5.0,3,1,0,4,0,0,0,60.252966,25.066654
289,4,5.0,3,1,0,4,0,0,0,60.197743,24.932626
290,4,5.0,3,1,0,3,0,0,1,60.240202,25.037133
291,4,5.0,3,1,0,4,0,0,0,60.171306,24.932925
292,4,5.0,3,1,0,4,0,0,0,60.244395,24.947362
293,4,5.0,3,1,0,2,2,0,0,60.261110,25.067106
294,4,5.0,3,1,0,2,2,0,0,60.193279,24.954597
295,4,5.0,3,1,0,3,0,1,0,60.221655,24.946858
296,4,5.0,3,1,0,4,0,0,0,60.194416,24.903833
297,4,5.0,3,1,0,4,0,0,0,60.240454,24.922607
298,4,5.0,3,1,0,2,0,1,1,60.233378,25.031064
299,3,5.0,1,2,0,2,0,1,0,60.243023,25.075438
300,3,5.0,1,2,0,0,0,3,0,60.178706,25.052580
301,3,5.0,1,2,0,1,2,0,0,60.192986,24.943746
302,3,5.0,1,2,0,1,1,1,0,60.227531,25.027511
303,3,5.0,1,2,0,1,0,1,1,60.169222,24.945349
304,3,5.0,1,2,0,2,0,1,0,60.184504,24.960400
305,3,5.0,1,2,0,2,1,0,0,60.162849,24.935050
306,3,5.0,1,2,0,3,0,0,0,60.262380,25.153099
307,3,5.0,1,2,0,2,1,0,0,60.208758,24.895210
308,3,5.0,1,2,0,3,0,0,0,60.207142,25.048672
309,3,5.0,1,2,0,3,0,0,0,60.237494,24.909187
310,3,5.0,1,2,0,3,0,0,0,60.239195,25.002551
311,3,5.0,1,2,0,1,1,1,0,60.221201,25.109305
312,3,5.0,1,2,0,1,2,0,0,60.231358,24.865837
313,3,5.0,1,2,0,2,0,0,1,60.213346,25.131659
314,3,5.0,1,2,0,3,0,0,0,60.247522,24.948338
315,3,5.0,1,2,0,3,0,0,0,60.220847,24.902531
316,3,5.0,1,2,0,2,0,0,1,60.194899,25.042966
317,3,5.0,1,2,0,1,2,0,0,60.162858,24.915096
318,3,5.0,1,2,0,1,2,0,0,60.188528,24.973057
319,3,5.0,1,2,0,2,0,1,0,60.163597,24.938423
320,3,5.0,1,2,0,0,1,2,0,60.191532,24.912475
321,3,5.0,1,2,0,3,0,0,0,60.235841,24.903048
322,3,5.0,1,2,0,1,0,0,2,60.264323,24.990885
323,3,5.0,1,2,0,3,0,0,0,60.157405,24.921830
324,3,5.0,1,2,0,1,1,0,1,60.245570,24.924731
325,3,5.0,1,2,0,2,0,1,0,60.179252,24.952481
326,3,5.0,1,2,0,3,0,0,0,60.208693,24.892696
327,3,5.0,1,2,0,1,2,0,0,60.191205,24.950408
328,3,5.0,1,2,0,1,2,0,0,60.221764,25.133884
329,3,5.0,1,2,0,1,2,0,0,60.254433,25.017162
330,3,5.0,1,2,0,2,0,1,0,60.159230,24.942300
331,3,5.0,1,2,0,2,0,1,0,60.206786,24.947433
332,3,5.0,1,2,0,1,1,1,0,60.236913,25.088499
333,3,5.0,1,2,0,1,1,1,0,60.179030,24.949472
334,2,5.0,1,0,1,2,0,0,0,60.183847,24.982920
335,2,5.0,1,0,1,1,0,1,0,60.212538,24.956547
336,2,5.0,1,0,1,2,0,0,0,60.235221,25.080154
337,2,5.0,1,0,1,1,0,0,1,60.253182,24.993698
338,4,4.0,4,0,0,3,0,1,0,60.162993,24.928633
339,4,4.0,4,0,0,3,0,1,0,60.186722,24.946786
340,4,4.0,4,0,0,4,0,0,0,60.168406,24.957726
341,4,4.0,4,0,0,4,0,0,0,60.227579,25.072968
342,4,4.0,4,0,0,4,0,0,0,60.232297,24.902697
343,4,4.0,4,0,0,4,0,0,0,60.195503,25.032788
344,4,4.0,4,0,0,4,0,0,0,60.241300,24.929215
345,4,4.0,4,0,0,4,0,0,0,60.187204,24.959479
346,4,4.0,4,0,0,4,0,0,0,60.180586,25.050628
347,4,4.0,4,0,0,4,0,0,0,60.190219,24.921412
348,4,4.0,4,0,0,4,0,0,0,60.204749,25.122950
349,4,4.0,4,0,0,4,0,0,0,60.206621,24.936950
350,4,4.0,4,0,0,4,0,0,0,60.198539,24.947417
351,4,4.0,4,0,0,4,0,0,0,60.171139,24.953406
352,4,4.0,4,0,0,4,0,0,0,60.189420,24.915622
353,4,4.0,4,0,0,4,0,0,0,60.240382,25.034913
354,4,4.0,4,0,0,4,0,0,0,60.242463,24.988797
355,4,4.0,4,0,0,4,0,0,0,60.238961,24.914969
356,4,4.0,4,0,0,4,0,0,0,60.228751,25.065312
357,3,4.0,2,1,0,2,0,1,0,60.190407,24.978644
358,3,4.0,2,1,0,3,0,0,0,60.235815,25.084241
359,3,4.0,2,1,0,3,0,0,0,60.158153,24.941174
360,3,4.0,2,1,0,3,0,0,0,60.250510,25.061891
361,3,4.0,2,1,0,3,0,0,0,60.251413,25.065234
362,3,4.0,2,1,0,3,0,0,0,60.158207,24.874739
363,3,4.0,2,1,0,3,0,0,0,60.235117,25.134809
364,3,4.0,2,1,0,3,0,0,0,60.154392,24.931390
365,3,4.0,2,1,0,2,1,0,0,60.182321,24.929235
366,3,4.0,2,1,0,2,1,0,0,60.230970,24.934092
367,3,4.0,2,1,0,2,0,0,1,60.192303,24.961109
368,3,4.0,2,1,0,3,0,0,0,60.246152,25.058343
369,3,4.0,2,1,0,3,0,0,0,60.245397,24.890950
370,3,4.0,2,1,0,3,0,0,0,60.248274,24.999234
371,3,4.0,2,1,0,3,0,0,0,60.165309,24.928581
372,3,4.0,2,1,0,2,1,0,0,60.208292,25.104399
373,3,4.0,2,1,0,3,0,0,0,60.207930,25.065330
374,3,4.0,2,1,0,3,0,0,0,60.183191,24.958220
375,3,4.0,2,1,0,3,0,0,0,60.242561,24.992950
376,3,4.0,2,1,0,2,1,0,0,60.209527,25.148855
377,3,4.0,2,1,0,3,0,0,0,60.252649,25.075358
378,3,4.0,2,1,0,3,0,0,0,60.232938,24.888936
379,3,4.0,2,1,0,2,0,1,0,60.195635,24.962874
380,3,4.0,2,1,0,3,0,0,0,60.234586,24.881461
381,3,4.0,2,1,0,2,0,0,1,60.210809,25.175494
382,3,4.0,2,1,0,2,0,1,0,60.194891,24.955423
383,3,4.0,2,1,0,2,0,1,0,60.245607,24.849581
384,3,4.0,2,1,0,1,2,0,0,60.206850,25.053376
385,3,4.0,2,1,0,3,0,0,0,60.241118,24.849128
386,3,4.0,2,1,0,3,0,0,0,60.241329,25.013018
387,3,4.0,2,1,0,3,0,0,0,60.269423,25.082496
388,3,4.0,2,1,0,2,1,0,0,60.194336,25.037239
389,3,4.0,2,1,0,3,0,0,0,60.245164,25.056759
390,3,4.0,2,1,0,2,0,0,1,60.201525,24.962752
391,3,4.0,2,1,0,2,0,0,1,60.241945,24.993320
392,3,4.0,2,1,0,1,0,1,1,60.243306,24.925615
393,3,4.0,2,1,0,2,0,1,0,60.194535,25.030446
394,3,4.0,2,1,0,3,0,0,0,60.160713,24.948733
395,3,4.0,2,1,0,3,0,0,0,60.217515,25.083642
396,3,4.0,2,1,0,3,0,0,0,60.205753,24.933057
397,3,4.0,2,1,0,3,0,0,0,60.222976,25.026418
398,3,4.0,2,1,0,2,0,1,0,60.227653,25.071393
399,3,4.0,2,1,0,2,1,0,0,60.251650,24.986510
400,3,4.0,2,1,0,2,0,1,0,60.248270,25.010517
401,3,4.0,2,1,0,3,0,0,0,60.238732,24.913037
402,3,4.0,2,1,0,2,0,0,1,60.195254,25.038376
403,3,4.0,2,1,0,2,1,0,0,60.207094,25.151246
404,3,4.0,2,1,0,2,1,0,0,60.186358,24.967860
405,3,4.0,2,1,0,3,0,0,0,60.232089,24.853586
406,3,4.0,2,1,0,2,1,0,0,60.186662,24.977120
407,3,4.0,2,1,0,1,2,0,0,60.191131,25.025227
408,3,4.0,2,1,0,0,2,1,0,60.170980,24.935677
409,3,4.0,2,1,0,2,0,1,0,60.229171,24.922481
410,3,4.0,2,1,0,0,0,3,0,60.167882,24.955260
411,3,4.0,2,1,0,3,0,0,0,60.241858,24.937330
412,3,4.0,2,1,0,3,0,0,0,60.206662,24.928215
413,3,4.0,2,1,0,2,0,0,1,60.184440,24.931697
414,3,4.0,2,1,0,3,0,0,0,60.162900,24.903638
415,3,4.0,2,1,0,2,0,0,1,60.182946,24.962833
416,3,4.0,2,1,0,3,0,0,0,60.216147,24.968468
417,3,4.0,2,1,0,3,0,0,0,60.217061,24.976579
418,3,4.0,2,1,0,3,0,0,0,60.187413,24.935016
419,3,4.0,2,1,0,1,0,1,1,60.260426,25.085159
420,3,4.0,2,1,0,1,1,0,1,60.217180,24.952870
421,3,4.0,2,1,0,2,0,0,1,60.205412,25.118880
422,3,4.0,2,1,0,2,0,1,0,60.198821,24.927407
423,3,4.0,2,1,0,2,1,0,0,60.207993,24.902586
424,3,4.0,2,1,0,2,1,0,0,60.246716,24.851226
425,3,4.0,2,1,0,3,0,0,0,60.238448,24.911086
426,3,4.0,2,1,0,3,0,0,0,60.192071,24.910167
427,2,4.0,0,2,0,0,1,1,0,60.183636,25.050268
428,2,4.0,0,2,0,1,0,1,0,60.211782,25.081060
429,2,4.0,0,2,0,1,0,1,0,60.194403,24.904279
430,2,4.0,0,2,0,1,1,0,0,60.238482,24.976889
431,2,4.0,0,2,0,1,0,0,1,60.237051,25.045887
432,2,4.0,0,2,0,1,0,0,1,60.167734,24.959805
433,2,4.0,0,2,0,1,0,1,0,60.272380,25.075145
434,2,4.0,0,2,0,2,0,0,0,60.163127,24.945579
